"   ","PRODUCT_NAME","TRAD_NAME","ID","SMALL_GENERIC_ID","CHILD_USE_LEVEL","CHILD_AGE_UNIT","CHILD_AGE","PREGNANT_FLAG","PREGNANT_USE_LEVEL","AGED_LIVER_KIDNEY","AGED_USE_LEVEL","COMMENTS"
"12086","减肥通圣片","吕梁中药","DR99780","DS14491","","","","","","","",""
"12087","金关片","三九 ","DR99914","DS13533","","","","","","","",""
"12088","苦丁降压胶囊","灵龙","DR100168","DS13897","","","","","","","",""
"12089","天草颗粒","","DR90567","DS13024","","","","","","","",""
"12090","祛腐二香栓","","DR95877","DS14817","","","","2","2","","",""
"12091","祛腐二香栓","","DR95877","DS14817","","","","1","2","","",""
"12092","伤风感冒颗粒","","DR95887","DS14827","","","","","","","",""
"12093","小儿清热感康口服液","","DR95911","DS14854","","","","","","","","为儿童专用药"
"12094","银菊感冒片","","DR95913","DS14856","","","","","","","",""
"12095","板蓝解毒注射液","","DR95916","DS14873","","","","","","","",""
"12096","穿心莲内酯分散片","","DR95926","DS14893","","","","1","1","","",""
"12097","秋燥感冒颗粒","","DR95956","DS14926","","","","","","","",""
"12098","复方芦荟片","奇力","DR98953","DS17475","","","","1","2","","",""
"12099","复方蛇胆川贝散","新功","DR99021","DS17850","2","Y","3","1","2","","1",""
"12100","复方蛇胆川贝散","新功","DR99021","DS17850","1","Y","14","1","2","","1",""
"12101","肝必复软胶囊","佳泰药业","DR99153","DS17675","","","","","","","",""
"12102","感冒丸","自力","DR99254","DS17124","","","","","","","",""
"12103","固经丸","勃然制药","DR99360","DS15772","","","","","","","",""
"12104","寒热痹颗粒","好护士","DR99479","DS14242","","","","1","2","","",""
"12105","虎标红万金油","虎标红万金油","DR99590","DS19547","2","Y","3","","","","",""
"12106","健步壮骨丸","圣大","DR99789","DS18855","","","","","","","",""
"12107","利胆止痛胶囊","利胆止痛胶囊","DR96038","DS15011","","","","","","","",""
"12108","清肝利胆颗粒","","DR96051","DS15024","","","","","","","",""
"12109","清肝注射液","","DR96053","DS15026","","","","","","","",""
"12110","清热卡森颗粒","","DR96055","DS15028","","","","","","","",""
"12111","清胰利胆片","","DR96058","DS15031","","","","","","","",""
"12112","三白草肝炎颗粒","","DR96060","DS15033","","","","","","","",""
"12113","舒肝益脾颗粒","","DR96064","DS15037","","","","","","","",""
"12114","四季菜糖浆","四季菜糖浆","DR96067","DS15040","","","","","","","",""
"12115","田基黄糖浆","","DR96072","DS15045","","","","1","1","","",""
"12116","五味金色胶囊","","DR96074","DS15047","","","","","","","",""
"12117","杀菌止痒洗剂","杀菌止痒洗剂","DR96081","DS15056","","","","1","2","","",""
"12118","舒康洗液","","DR96085","DS15060","","","","1","2","","",""
"12119","双子参洗液","双子参洗液","DR96087","DS15062","","","","1","2","","",""
"12120","五柏参洗液","","DR96090","DS15065","","","","1","2","","",""
"12121","茵花洗液","","DR96094","DS15069","","","","","","","",""
"12122","子宫锭","子宫锭","DR96097","DS15072","","","","","","","",""
"12123","乳核内消丸","","DR96106","DS15081","","","","","","","",""
"12124","阳春玉液","","DR97071","DS19146","","","","1","2","","",""
"12125","蚁参药酒","","DR97072","DS19147","","","","1","2","","",""
"12126","益肾糖浆","","DR97074","DS19149","","","","","","","",""
"12127","珍芪补血口服液","","DR97076","DS19338","","","","","","","",""
"12128","滋补水鸭合剂","","DR97081","DS19343","","","","1","1","","",""
"12129","复方黄柏液","山东汉方 ","DR98893","DS15564","","","","1","1","","",""
"12130","喉痛灵颗粒","黄河中药 ","DR99566","DS13449","","","","","","","",""
"12131","复方灵芝安神口服液","永宁药业","DR98943","DS12150","","","","1","2","","",""
"12132","扶正补血颗粒","","DR97087","DS19355","","","","","","","",""
"12133","喉痛丸","乐仁堂","DR99569","DS13452","","","","","","","",""
"12134","驴胶补血丸","","DR97093","DS19361","","","","","","","",""
"12135","维血宁","维血宁","DR97103","DS19371","","","","","","","",""
"12136","喜字阿胶","","DR97105","DS19373","","","","","","","",""
"12137","血美安胶囊","","DR97107","DS19375","","","","1","2","","",""
"12138","壮血片","","DR97113","DS19381","","","","1","2","","",""
"12139","障翳散","","DR94896","DS13733","","","","","","","",""
"12140","强心丸","","DR97116","DS19384","","","","1","2","","",""
"12141","生脉饮（人参方）","","DR97119","DS19387","","","","","","","",""
"12142","金龙丹颗粒","金龙丹颗粒","DR97125","DS19393","","","","","","","",""
"12143","獾油","新爱民","DR99658","DS15570","","","","","","","",""
"12144","黄连羊肝片","隆顺榕 ","DR99678","DS15118","","","","","","","",""
"12145","三七胶囊","","DR97356","DS18698","1","Y","6","1","1","","",""
"12146","愈风宁心颗粒","","DR97357","DS18699","","","","","","","",""
"12147","五酯丸","","DR97362","DS18706","","","","","","","",""
"12148","杏苏感冒颗粒","","DR97366","DS18711","","","","","","","",""
"12149","仙藿补肾合剂","仙藿补肾合剂","DR97371","DS18716","2","Y","14","1","2","","",""
"12150","续参酒","","DR97384","DS18729","2","Y","14","1","2","","",""
"12151","雪莲虫草合剂","","DR97386","DS18731","","","","","","","",""
"12152","羊藿巴戟口服液","","DR97388","DS18733","2","Y","14","1","2","","",""
"12153","阳参益肾胶囊","","DR97390","DS18735","","","","","","","",""
"12154","颐和春胶囊","","DR97394","DS18739","","","","","","","",""
"12155","益肾灵胶囊","","DR97398","DS18743","","","","","","","",""
"12156","益肾丸","","DR97400","DS18745","","","","","","","",""
"12157","萸苁强肾胶囊","","DR97412","DS18757","","","","","","","",""
"12158","壮肾丸","","DR97414","DS18759","2","Y","14","1","2","","",""
"12159","壮阳春胶囊","","DR97415","DS18760","","","","","","","",""
"12160","壮腰健身丸","","DR97417","DS18762","2","Y","14","1","2","","",""
"12161","参芪二仙片","","DR97427","DS18776","","","","","","","",""
"12162","复方金银花颗粒","美大康","DR98909","DS15362","","","","","","","",""
"12163","解热感冒片","同仁堂","DR99890","DS18211","","","","","","","",""
"12164","鱼鳔丸","","DR96421","DS18933","","","","1","2","","",""
"12165","麝雄至宝丸","麝雄至宝丸","DR92522","DS17438","","","","1","2","","",""
"12166","注射用硼替佐米","万珂","DR100801","DS22205","","","","1","1","","",""
"12167","注射用硼替佐米","万珂","DR100801","DS22205","","","","2","1","","",""
"12168","益虚宁片","","DR96821","DS19330","","","","1","1","","",""
"12169","磷酸西格列汀片","捷诺维","DR100807","DS22066","","","","1","1","","",""
"12170","磷酸西格列汀片","捷诺维","DR100807","DS22066","","","","2","1","","",""
"12171","小儿暑感宁糖浆","","DR92539","DS17455","","","","","","","","为儿童专用药"
"12172","液体清凉油","","DR92541","DS17457","","","","","","","",""
"12173","正金油","","DR92543","DS17459","","","","1","1","","",""
"12174","排毒养颜胶囊","","DR92565","DS17483","","","","1","2","","",""
"12175","芪黄通秘软胶囊","","DR92567","DS17485","","","","","","","",""
"12176","清便丸","","DR92569","DS17487","2","D","28","2","2","","",""
"12177","清便丸","","DR92569","DS17487","2","D","28","1","2","","",""
"12178","清便丸","","DR92569","DS17487","1","Y","14","2","2","","",""
"12179","清便丸","","DR92569","DS17487","1","Y","14","1","2","","",""
"12180","润肠宁神膏","","DR92573","DS17491","","","","1","1","","",""
"12181","润肠通便茶","","DR92575","DS17493","","","","1","1","","",""
"12182","润畅胶囊","","DR92577","DS17495","","","","2","2","","",""
"12183","润畅胶囊","","DR92577","DS17495","","","","1","2","","",""
"12184","复方铁苋止血粉","正大青春宝","DR99045","DS12218","","","","","","","",""
"12185","复方胃宁胶囊","东泰制药","DR99051","DS12278","","","","","","","",""
"12186","复心胶囊","苏中药业","DR99129","DS12711","","","","","","","",""
"12187","感冒清片","德众药业","DR99246","DS18193","2","D","0","1","1","","",""
"12188","感冒清片","德众药业","DR99246","DS18193","2","D","0","2","1","","",""
"12189","感冒清片","德众药业","DR99246","DS18193","2","D","28","1","1","","",""
"12190","感冒清片","德众药业","DR99246","DS18193","2","D","28","2","1","","",""
"12191","高力清心丸","宝山","DR99277","DS16398","","","","1","2","","",""
"12192","枸杞益元酒","飞云制药","DR99322","DS18497","","","","","","","",""
"12193","桂蒲肾清片","信邦制药","DR99440","DS13609","","","","1","2","","",""
"12194","海茸益肾胶囊","利群药业 ","DR99467","DS18232","2","Y","14","1","2","","",""
"12195","和胃片","茂祥制药","DR99505","DS12291","","","","1","1","","",""
"12196","复方氟米松软膏","","DR99631","DS22507","","","","","","","",""
"12197","槐杞黄颗粒","盖天力","DR99657","DS12021","","","","","","","",""
"12198","回生第一散","东方人药业","DR99710","DS16188","","","","","","","",""
"12199","藿龙补肾口服液","海联","DR99736","DS18240","2","Y","14","1","2","","",""
"12200","胃力胶囊","","DR90440","DS12371","","","","","","","",""
"12201","解毒胶囊","金诃藏药","DR99879","DS15401","","","","1","2","","",""
"12202","克淋通胶囊","联盛 ","DR100138","DS12862","","","","","","","",""
"12203","口炎清咀嚼片","巨都 ","DR100157","DS13485","","","","","","","",""
"12204","溃疡宁胶囊","汇仁药业","DR100181","DS13147","","","","","","","",""
"12205","蓝芩颗粒","伊泰 ","DR100204","DS15445","","","","","","","",""
"12206","毛冬青注射液","","DR90542","DS12998","","","","","","","",""
"12207","豹骨木瓜酒","","DR89937","DS13519","","","","1","1","","",""
"12208","香菊感冒软胶囊","香菊感冒软胶囊","DR90011","DS21912","","","","","","","",""
"12209","便秘通软膏","","DR90044","DS18988","","","","1","2","","",""
"12210","拨云复光散","","DR90083","DS15111","","","","1","2","","",""
"12211","补肾安神口服液","","DR90114","DS19183","","","","1","2","","",""
"12212","补肾温阳酒","","DR90133","DS17167","2","Y","14","1","2","","",""
"12213","无敌丹胶囊","无敌丹胶囊","DR90145","DS19622","","","","","","","",""
"12214","补益杞圆酒","","DR90172","DS19349","2","Y","14","1","2","","",""
"12215","参柴胶囊","","DR90211","DS11977","","","","","","","",""
"12216","参归养血口服液","","DR90246","DS17257","","","","","","","",""
"12217","毛冬青片","","DR90541","DS12997","","","","","","","",""
"12218","芪葛口服液","","DR90547","DS13004","","","","","","","",""
"12219","溶栓片","","DR90550","DS13007","","","","","","","",""
"12220","三香化瘀膏","","DR90552","DS13009","","","","","","","",""
"12221","麝香抗栓丸","","DR90555","DS13012","","","","","","","",""
"12222","舒冠通糖浆","舒冠通糖浆","DR90564","DS13021","","","","","","","",""
"12223","通脉滴丸","","DR90569","DS13026","","","","","","","",""
"12224","通脉口服液","","DR90571","DS13028","","","","","","","",""
"12225","夏天无丸","","DR90575","DS13032","","","","","","","",""
"12226","辛香止痛吸入剂","辛香止痛吸入剂","DR90577","DS13038","","","","","","","",""
"12227","益心酮分散片","","DR90582","DS13043","","","","","","","",""
"12228","北豆根分散片","","DR89939","DS13415","","","","","","","",""
"12229","便秘通","","DR90041","DS18987","","","","","","","",""
"12230","补血当归精","","DR90159","DS17255","","","","1","1","","",""
"12231","参苓健脾胃颗粒","参苓健脾胃颗粒","DR90204","DS14928","","","","1","2","","",""
"12232","健胃宽胸丸","健胃宽胸丸","DR90239","DS12301","","","","1","2","","",""
"12233","参藿温肾胶囊","","DR90271","DS17177","1","Y","14","1","2","","",""
"12234","救心丸","","DR90601","DS12725","","","","1","2","","",""
"12235","三七冠心宁滴丸","","DR90608","DS12732","","","","","","","",""
"12236","双丹膏","双丹膏","DR90617","DS12742","","","","","","","",""
"12237","通窍益心丸","","DR90624","DS12749","","","","1","1","","",""
"12238","心宁片","","DR90631","DS12757","","","","1","2","","",""
"12239","心益好片","","DR90638","DS12764","","","","","","","",""
"12240","小儿氨酚匹林片","","DR84392","DS20574","","","","","","","",""
"12241","精制冠心胶囊","精制冠心胶囊","DR1470","DS105","","","","","","","",""
"12242","护肝胶囊","护肝胶囊","DR2051","DS119","0","Y","","2","0","","0",""
"12243","护肝胶囊","护肝胶囊","DR2051","DS119","0","Y","","1","0","","0",""
"12244","和血胶囊","和血胶囊","DR3064","DS2209","","","","","","","",""
"12245","地榆槐角丸","地榆槐角丸","DR662","DS2611","","","","1","2","","",""
"12246","复方甘草片","","DR1854","DS1552","","","","2","1","","0",""
"12247","复方甘草片","","DR1854","DS1552","","","","1","1","","0",""
"12248","醋酸甲羟孕酮片","法禄达","DR2361","DS487","1","Y","14","2","1","","0",""
"12249","醋酸甲羟孕酮片","法禄达","DR2361","DS487","1","Y","14","1","2","","0",""
"12250","硫酸氢氯吡格雷片","波立维","DR1377","DS1829","","","","2","1","","0",""
"12251","硫酸氢氯吡格雷片","波立维","DR1377","DS1829","","","","1","1","","0",""
"12252","复方水杨酸苯胺甲酯乳膏","白云山","DR72243","DS21539","","","","","","","",""
"12253","甲睾酮片","","DR2336","DS2229","1","Y","14","2","0","","0",""
"12254","甲睾酮片","","DR2336","DS2229","1","Y","14","1","2","","0",""
"12255","虚汗停颗粒","虚汗停颗粒","DR71793","DS3693","","","","","","","",""
"12256","林可霉素利多卡因凝胶","","DR1967","DS1840","2","M","1","1","0","","0",""
"12257","林可霉素利多卡因凝胶","","DR1967","DS1840","2","M","1","2","0","","0",""
"12258","硝呋太尔片","","DR84330","DS20608","","","","","","","",""
"12259","阿托伐他汀钙胶囊","","DR1244","DS1849","0","Y","14","2","2","","0",""
"12260","阿托伐他汀钙胶囊","","DR1244","DS1849","0","Y","14","1","2","","0",""
"12261","赖脯胰岛素注射液","优泌乐","DR1218","DS1862","","","","1","0","","0",""
"12262","赖脯胰岛素注射液","优泌乐","DR1218","DS1862","","","","2","0","","0",""
"12263","苦参素软胶囊","沃森干泰","DR83651","DS680","","","","2","1","","",""
"12264","苦参素软胶囊","沃森干泰","DR83651","DS680","","","","1","1","","",""
"12265","包醛氧淀粉胶囊","析清","DR1682","DS2658","","","","2","0","","0",""
"12266","包醛氧淀粉胶囊","析清","DR1682","DS2658","","","","1","0","","0",""
"12267","盐酸氨溴索口服溶液","沐舒坦","DR2708","DS2241","","","","1","1","","0",""
"12268","盐酸氨溴索口服溶液","沐舒坦","DR2708","DS2241","","","","2","1","","0",""
"12269","醋酸泼尼松龙注射液","强的松龙","DR819","DS2666","1","Y","6","1","1","","1",""
"12270","醋酸泼尼松龙注射液","强的松龙","DR819","DS2666","1","Y","6","2","1","","1",""
"12271","七十味松石丸","七十味松石丸","DR71603","DS3522","2","D","28","1","2","","1",""
"12272","七十味松石丸","七十味松石丸","DR71603","DS3522","2","D","28","2","2","","1",""
"12273","西吡氯铵含片","本力","DR72191","DS20676","1","Y","6","1","2","","",""
"12274","西吡氯铵含片","本力","DR72191","DS20676","1","Y","6","2","2","","",""
"12275","壮腰健肾丸","","DR1721","DS1260","2","Y","14","2","0","","0",""
"12276","壮腰健肾丸","","DR1721","DS1260","2","Y","14","1","2","","0",""
"12277","盐酸地尔硫卓缓释胶囊","","DR81","DS2674","","","","2","1","","0",""
"12278","盐酸地尔硫卓缓释胶囊","","DR81","DS2674","","","","1","1","","0",""
"12279","十六味马蔺子丸","十六味马蔺子丸","DR71434","DS3363","","","","","","","",""
"12280","格列喹酮片","糖适平","DR1057","DS743","","","","2","2","","0",""
"12281","格列喹酮片","糖适平","DR1057","DS743","","","","1","2","","0",""
"12282","盐酸氨基葡萄糖颗粒","盐酸氨基葡萄糖颗粒","DR1656","DS23498","","","","1","1","","",""
"12283","盐酸氨基葡萄糖颗粒","盐酸氨基葡萄糖颗粒","DR1656","DS23498","","","","2","1","","",""
"12284","香苏正胃丸","香苏正胃丸","DR2118","DS1639","","","","","","","",""
"12285","止咳丸","止咳丸","DR2244","DS2326","2","Y","14","2","2","","0",""
"12286","止咳丸","止咳丸","DR2244","DS2326","2","Y","14","1","2","","0",""
"12287","黄体酮栓","黄体酮栓","DR509","DS1202","","","","1","1","","",""
"12288","健脑灵片","健脑灵片","DR3944","DS3198","","","","","","","",""
"12289","脑安颗粒","脑安颗粒","DR34601","DS3271","","","","","","","",""
"12290","注射用氟尿嘧啶","扶时可","DR1876","DS478","0","Y","","2","1","","0",""
"12291","注射用氟尿嘧啶","扶时可","DR1876","DS478","0","Y","","1","2","","0",""
"12292","注射用醋酸丙氨瑞林","","DR88617","DS20281","","","","1","2","","",""
"12293","注射用醋酸丙氨瑞林","","DR88617","DS20281","","","","2","2","","",""
"12294","沙格列汀片","安立泽","DR102001","DS22258","1","Y","14","1","1","","",""
"12295","沙格列汀片","安立泽","DR102001","DS22258","1","Y","14","2","1","","",""
"12296","双歧杆菌四联活菌片","","DR102004","DS22112","","","","","","","",""
"12297","注射用乳酸依沙吖啶","","DR102163","DS461","","","","","","","",""
"12298","多巴丝肼缓释胶囊","","DR102192","DS2607","","","","","","","",""
"12299","维生素D3粉","","DR102177","DS20791","","","","","","","",""
"12300","复方珍珠口疮颗粒","","DR102011","DS17056","","","","","","","",""
"12301","脑栓通胶囊","","DR102013","DS17076","","","","","","","",""
"12302","阿仑膦酸钠维D3片(Ⅱ)","","DR102195","DS22547","","","","","","","",""
"12303","门冬氨酸氨氯地平片","","DR102208","DS22959","","","","1","1","","",""
"12304","注射用那屈肝素钙","","DR102209","DS22963","","","","","","","",""
"12305","注射用艾司奥美拉唑钠","","DR102210","DS22964","","","","","","","",""
"12306","特立帕肽注射液","","DR102215","DS22132","","","","","","","",""
"12307","注射用瑞替普酶","派通欣","DR102026","DS22249","","","","","","","",""
"12308","白喉抗毒素","","DR102027","DS22564","","","","","","","",""
"12309","盐酸氢吗啡酮注射液","","DR102217","DS22965","","","","","","","",""
"12310","利奈唑胺葡萄糖注射液","","DR102218","DS22966","","","","","","","",""
"12311","输血用复方枸橼酸钠注射液","","DR102758","DS22342","","","","","","","",""
"12312","碳酸镧咀嚼片","","DR102765","DS22128","","","","","","","",""
"12313","托伐普坦喷雾干燥粉末","","DR102770","DS20851","","","","","","","",""
"12314","外用重组人粒细胞巨噬细胞刺激因子凝胶","金扶宁","DR102774","DS2853","","","","","","","",""
"12315","金前感冒胶囊","步长天浩","DR99939","DS17863","","","","","","","",""
"12316","咳立停糖浆","百灵","DR100109","DS17876","","","","1","2","","",""
"12317","灵苓胶囊","伟健药业 ","DR100299","DS12165","","","","","","","",""
"12318","泌感颗粒","一成","DR100516","DS12866","","","","","","","",""
"12319","脑脉泰口服液","三金药业","DR100566","DS13002","","","","","","","",""
"12320","重组牛碱性成纤维细胞生长因子凝胶","","DR102832","DS23","","","","","","","",""
"12321","重组人干扰素α1b喷雾剂","","DR102837","DS2195","","","","","","","",""
"12322","重组人碱性成纤维细胞生长因子凝胶","","DR102841","DS618","","","","","","","",""
"12323","注射用双羟萘酸曲普瑞林","","DR102849","DS22901","","","","","","","",""
"12324","注射用重组人干扰素β-1b","","DR102853","DS22021","","","","","","","",""
"12325","普罗雌烯阴道胶囊","更宝芬","DR99171","DS21342","","","","1","2","","",""
"12326","普罗雌烯阴道胶囊","更宝芬","DR99171","DS21342","","","","2","1","","",""
"12327","龟胶养阴颗粒","九芝堂 ","DR99418","DS18850","","","","","","","",""
"12328","抗乙肝胎盘转移因子注射液","","DR102943","DS23134","","","","","","","",""
"12329","盐酸伊伐布雷定片","","DR102949","DS23140","","","","","","","",""
"12330","盐酸奥普力农注射液","","DR102970","DS23162","","","","","","","",""
"12331","参麦地黄丸","海王金象","DR97557","DS16999","","","","","","","",""
"12332","参麦颗粒","康乐 参麦颗粒","DR97559","DS19120","","","","","","","",""
"12333","肠舒胶囊","","DR97922","DS17945","","","","","","","",""
"12334","朝阳胶囊","","DR97945","DS15821","","","","","","","",""
"12335","除障则海甫片","","DR98008","DS15117","","","","","","","",""
"12336","川贝半夏液","","DR98012","DS17809","","","","","","","",""
"12337","喘络通胶囊","","DR98066","DS16881","","","","1","2","","",""
"12338","疮炎灵软膏","茂祥","DR98074","DS15555","","","","","","","",""
"12339","春血安胶囊","","DR98083","DS15671","","","","","","","",""
"12340","达肺草","","DR98113","DS16029","","","","","","","",""
"12341","大黄通便胶囊","","DR98142","DS13132","","","","1","2","","",""
"12342","丹葶肺心颗粒","","DR98216","DS13151","","","","","","","",""
"12343","胆木浸膏糖浆","","DR98243","DS14898","","","","","","","",""
"12344","胆清片","","DR98246","DS14950","","","","1","2","","",""
"12345","跌打止痛液","","DR98359","DS16165","","","","1","2","","",""
"12346","丁香罗勒油","美商医药","DR98367","DS19664","","","","","","","",""
"12347","独角膏","哈药六厂","DR98400","DS15559","","","","","","","",""
"12348","独一味滴丸","罗浮山国药","DR98402","DS16166","","","","1","1","","",""
"12349","杜仲平压分散片","方盛制药","DR98417","DS17219","","","","","","","",""
"12350","儿童感热清丸","亚宝大同","DR98442","DS16728","","","","","","","","为儿童专用药"
"12351","二仙膏","方健","DR98504","DS18786","2","Y","14","1","2","","",""
"12352","番泻叶颗粒","","DR98512","DS17473","","","","1","2","","",""
"12353","妇宝金丸","同仁堂","DR98650","DS14011","","","","1","2","","",""
"12354","妇尔爽外用胶囊","天昊","DR98655","DS14767","","","","","","","",""
"12355","妇洁阴洗液","欢宝 ","DR98659","DS14771","","","","","","","",""
"12356","妇科白带胶囊","康惠制药","DR98673","DS15699","","","","","","","",""
"12357","妇科白凤片","众心堂","DR98680","DS14023","","","","1","2","","",""
"12358","妇乐糖浆","隆中药业","DR98711","DS15708","","","","1","1","","",""
"12359","妇宁栓","世一堂","DR98720","DS14035","","","","1","1","","",""
"12360","复方扶芳藤合剂","中医学院制药","DR98846","DS17294","2","Y","3","","","","",""
"12361","复方瓜子金含片","江中药业","DR98869","DS13427","","","","1","1","","",""
"12362","慢肝养阴胶囊","通化东宝 ","DR100492","DS15799","","","","1","2","","",""
"12363","内消瘰疬片","药都樟树 ","DR100570","DS17654","","","","1","1","","",""
"12364","尿毒排析散","方大药业","DR100575","DS14457","","","","","","","",""
"12365","痛克搽剂","","DR91782","DS16576","","","","1","2","","",""
"12366","宁心补肾丸","陈李济","DR100598","DS19211","","","","","","","",""
"12367","牛黄抱龙丸","太极","DR100602","DS12588","","","","","","","","为儿童专用药"
"12368","洋参雪哈口服液","","DR94165","DS12440","","","","","","","",""
"12369","延丹胃舒胶囊","","DR94138","DS12403","","","","","","","",""
"12370","消咳片","","DR91967","DS16794","2","Y","14","1","2","","",""
"12371","硝酸咪康唑阴道片","吾玫","DR84359","DS1928","","","","1","1","","",""
"12372","硝酸咪康唑阴道片","吾玫","DR84359","DS1928","","","","2","1","","",""
"12373","舒筋活络酒","","DR95317","DS14185","","","","1","1","","",""
"12374","富马酸氯马斯汀干混悬剂","","DR86512","DS21152","2","Y","0","","","","",""
"12375","富马酸氯马斯汀干混悬剂","","DR86512","DS21152","2","D","28","","","","",""
"12376","青霉素皮试剂","","DR85628","DS22636","","","","","","","",""
"12377","消栓通络颗粒","消栓通络颗粒","DR89778","DS17521","","","","1","2","","",""
"12378","金红止痛消肿酊","金红止痛消肿酊","DR94002","DS16195","","","","1","2","","",""
"12379","金红止痛消肿酊","金红止痛消肿酊","DR94002","DS16195","","","","2","1","","",""
"12380","荨麻疹丸","","DR96775","DS19805","","","","1","1","","",""
"12381","富马酸阿奇霉素胶囊","奇泰","DR86505","DS21149","","","","","","","",""
"12382","萘普生钠胶囊","倍利","DR85386","DS21474","2","Y","2","1","1","","1",""
"12383","萘普生钠胶囊","倍利","DR85386","DS21474","2","Y","2","2","1","","1",""
"12384","葡萄糖酸氯己定溶液","","DR85541","DS21356","","","","","","","",""
"12385","依维莫司片","","DR102101","DS22939","","","","","","","",""
"12386","醋酸阿托西班注射液","醋酸阿托西班注射液","DR102150","DS22950","","","","","","","",""
"12387","奥美拉唑肠溶微丸","","DR102201","DS82","","","","","","","",""
"12388","复方枸橼酸阿尔维林软胶囊","","DR102211","DS22341","","","","","","","",""
"12389","美沙拉秦缓释片","","DR102213","DS3443","","","","","","","",""
"12390","硫酸氢氯吡格雷颗粒","","DR102226","DS1829","","","","","","","",""
"12391","脑心清胶囊","","DR102232","DS17518","","","","","","","",""
"12392","恩他卡朋双多巴片","","DR102248","DS22976","","","","","","","",""
"12393","注射用重组人白介素-2(Ⅰ)","","DR102265","DS22027","","","","","","","",""
"12394","二甲双胍维格列汀片(III)","","DR102292","DS22988","","","","","","","",""
"12395","富马酸卢帕他定片","","DR102325","DS23002","","","","","","","",""
"12396","美芬那敏铵糖浆","","DR102340","DS23011","","","","","","","",""
"12397","脑心安胶囊","","DR102346","DS11887","","","","","","","",""
"12398","金地连解毒片","","DR102366","DS23034","","","","","","","",""
"12399","六味地黄颗粒","怀泉 ","DR100346","DS17065","","","","","","","",""
"12400","婴宁散","","DR94994","DS13852","","","","","","","",""
"12401","六味枸杞口服液","藏药 ","DR100352","DS17325","","","","","","","",""
"12402","颅痛宁颗粒","济仁药业","DR100403","DS12992","","","","","","","",""
"12403","鹿丹芪胶囊","益尔药业 ","DR100410","DS14521","","","","","","","",""
"12404","罗浮山风湿膏药","罗浮山风湿膏药","DR100431","DS18146","","","","","","","",""
"12405","毛鸡补血酒","一禾药业 ","DR100502","DS19363","","","","","","","",""
"12406","新鱼腥草素钠注射液","","DR83782","DS1052","","","","2","1","","",""
"12407","新鱼腥草素钠注射液","","DR83782","DS1052","","","","1","1","","",""
"12408","眠安宁口服液","飞龙","DR100531","DS12531","","","","","","","",""
"12409","木瓜酒","雷允上药业","DR100547","DS19857","2","Y","14","1","1","","",""
"12410","男宝胶囊","华雨","DR100550","DS18281","","","","","","","",""
"12411","男康片","旺龙","DR100552","DS13613","","","","","","","",""
"12412","脑乐静胶囊","海力制药","DR100555","DS12174","","","","","","","",""
"12413","玉簪清咽十五味丸","","DR91682","DS16470","","","","","","","",""
"12414","盐酸喹那普利片","益恒","DR89052","DS21732","","","","","","","",""
"12415","血再生片","","DR97109","DS19377","","","","","","","",""
"12416","血生口服液","","DR96809","DS19318","","","","","","","",""
"12417","牛黄清脑丸","诠生堂 ","DR100618","DS16734","","","","1","2","","",""
"12418","小儿清热宁颗粒","","DR94060","DS16254","","","","","","","","为儿童专用药"
"12419","香榆胃舒合剂","","DR94134","DS12398","2","Y","14","1","2","","",""
"12420","伤科跌打胶囊","","DR91758","DS16551","","","","","","","",""
"12421","生发酊","","DR96588","DS19290","","","","","","","",""
"12422","十五味沉香丸","","DR90913","DS11904","","","","","","","",""
"12423","驱风液","","DR95085","DS13949","","","","","","","",""
"12424","驱风蛇酒","","DR95083","DS13947","","","","","","","",""
"12425","蛇胆半夏片","","DR92098","DS16940","","","","","","","",""
"12426","青藤风湿酒","","DR95779","DS14711","","","","","","","",""
"12427","田基黄注射液","","DR96073","DS15046","","","","1","1","","",""
"12428","十五味黑药丸","","DR97213","DS19492","","","","","","","",""
"12429","仙骨参芪口服液","","DR97370","DS18715","2","Y","14","1","2","","",""
"12430","仙骨参芪口服液","","DR97370","DS18715","2","Y","14","2","2","","",""
"12431","仙乐雄胶囊","","DR97374","DS18719","","","","","","","",""
"12432","玉液金丸","","DR90718","DS12847","","","","1","2","","",""
"12433","十八味欧曲丸","","DR97202","DS19481","","","","1","2","","",""
"12434","胃尔宁片","","DR97020","DS19086","2","Y","14","1","2","","1",""
"12435","肝达康颗粒","","DR102113","DS13198","","","","","","","",""
"12436","复方甘草氯化铵糖浆","","DR102118","DS20766","","","","1","2","","",""
"12437","复方甘草氯化铵糖浆","","DR102118","DS20766","","","","2","2","","",""
"12438","他克莫司滴眼液","","DR102191","DS2878","","","","","","","",""
"12439","卵磷脂络合碘片","","DR102194","DS21817","","","","","","","",""
"12440","盐酸帕洛诺司琼胶囊","","DR102206","DS2103","","","","","","","",""
"12441","奥美沙坦酯胶囊","","DR102207","DS2646","","","","","","","",""
"12442","米库氯铵注射液","","DR102324","DS22191","","","","","","","",""
"12443","槐芩软膏","","DR102339","DS23010","","","","","","","",""
"12444","罗西维林片","","DR102352","DS22327","","","","","","","",""
"12445","二十五味珍珠片","","DR102407","DS23063","","","","","","","",""
"12446","复方消化酶片","","DR102531","DS252","","","","","","","",""
"12447","复方锌布颗粒剂","","DR102532","DS1817","","","","","","","",""
