"   ","ID","ITEM_NAME","RATIO0","ID1","ITEM1","RATIO1","ID2","ITEM2","RATIO2","ID3","ITEM3","RATIO3","ID4","ITEM4","CNT","RATIO4"
"800","VI2837","病毒培养与鉴定","0.0002","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"801","VI2832","支原体培养及药敏","0.0048","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"802","VI2831","衣原体培养","0.0001","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"803","VI2826","念珠菌系统鉴定","0.002","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"804","VI2825","念珠菌培养","0.0004","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"805","VI2823","真菌培养及鉴定","0.2215","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"806","VI2817","副溶血弧菌培养","0.0064","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"807","VI2816","霍乱弧菌培养","0.0011","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"808","VI2809","厌氧菌培养及鉴定","0.0157","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"809","VI2807","尿培养加菌落计数","0.1119","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"810","VI2805","一般细菌培养及鉴定","0.5886","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"811","VI2800","浓缩集菌抗酸菌检测","0.0008","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"812","VI2798","一般细菌涂片检查","0.1272","VI2797","病原微生物镜检、培养与鉴定","0.9795","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"813","VI2853","细菌毒素测定","0.0157","VI2851","其它检验试验","0.2236","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"814","VI2859","β—内酰胺酶试验","0.8194","VI2851","其它检验试验","0.2236","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"815","VI2855","细菌分型","0.0578","VI2851","其它检验试验","0.2236","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"816","VI2863","梅毒荧光抗体FTA—ABS测定","0.0007","VI2851","其它检验试验","0.2236","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"817","VI2857","内毒素鲎定量测定","0.1103","VI2851","其它检验试验","0.2236","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"818","VI2854","病原体乳胶凝集试验快速检测","0.0139","VI2851","其它检验试验","0.2236","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"819","VI2852","肠毒素检测","0.0003","VI2851","其它检验试验","0.2236","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"820","VI2840","常规药敏定量试验(MIC)","0.574","VI2838","药物敏感试验","0.6055","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"821","VI2841","真菌药敏试验","0.0086","VI2838","药物敏感试验","0.6055","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"822","VI2839","常规药敏定性试验","0.6264","VI2838","药物敏感试验","0.6055","VI2796","5．临床微生物学检查","0.1791","VI1082","(五)检验","0.2474","","","",""
"823","VI4449","血浆乳酸测定","0.0965","VI290","糖及其代谢物测定","0.8915","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"824","VI4448","糖化血红蛋白测定","0.6114","VI290","糖及其代谢物测定","0.8915","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"825","VI298","木糖测定","0.0002","VI290","糖及其代谢物测定","0.8915","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"826","VI297","血清果糖测定","0.0012","VI290","糖及其代谢物测定","0.8915","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"827","VI293","血清果糖胺测定","0.3042","VI290","糖及其代谢物测定","0.8915","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"828","VI291","葡萄糖测定","0.9231","VI290","糖及其代谢物测定","0.8915","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"829","VI321","血清载脂蛋白α测定","0.6003","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"830","VI312","血清载脂蛋白AⅡ测定","0.0085","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"831","VI302","血清总胆固醇测定","0.8906","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"832","VI305","血清磷脂测定","0.0063","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"833","VI5367","血酮体测定","0.0009","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"834","VI325","甘油测定","0.003","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"835","VI4450","血清甘油三酯测定","0.9459","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"836","VI324","血游离脂肪酸测定","0.0045","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"837","VI322","血清β-羟基丁酸测定","0.1308","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"838","VI319","血清载脂蛋白E测定","0.2213","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"839","VI314","血清载脂蛋白B测定","0.7448","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"840","VI310","血清载脂蛋白AⅠ测定","0.7643","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"841","VI308","血清低密度脂蛋白胆固醇测定","0.8777","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"842","VI306","血清高密度脂蛋白胆固醇测定","0.8939","VI301","血脂及脂蛋白测定","0.8878","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"843","VI331","氯测定","0.887","VI327","无机元素测定","0.8913","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"844","VI328","钾测定","0.934","VI327","无机元素测定","0.8913","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"845","VI342","血清碳酸氢盐(HCO3)测定","0.5427","VI327","无机元素测定","0.8913","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"846","VI4456","血清总铁结合力测定","0.0003","VI327","无机元素测定","0.8913","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"847","VI4455","钙测定","0.8388","VI327","无机元素测定","0.8913","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"848","VI345","微量元素测定","0.0009","VI327","无机元素测定","0.8913","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"849","VI344","血一氧化氮分析","0.0055","VI327","无机元素测定","0.8913","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"850","VI343","血一氧化碳分析","0.0662","VI327","无机元素测定","0.8913","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"851","VI338","铁测定","0.0356","VI327","无机元素测定","0.8913","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"852","VI336","镁测定","0.3608","VI327","无机元素测定","0.8913","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"853","VI334","无机磷测定","0.5625","VI327","无机元素测定","0.8913","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"854","VI329","钠测定","0.9223","VI327","无机元素测定","0.8913","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"855","VI5396","人血浆脂蛋白相关磷脂酶A2(Lp-PLA2)测定","0.1026","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"856","VI404","血清肌红蛋白测定","0.2804","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"857","VI407","血同型半胱氨酸测定","0.5186","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"858","VI5395","脂肪酸结合蛋白测定","0.0004","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"859","VI395","血清乳酸脱氢酶同工酶电泳分析","0.0109","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"860","VI4468","缺血修饰白蛋白(IMA)测定","0.1803","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"861","VI4465","乳酸脱氢酶测定","0.7668","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"862","VI4464","血清肌酸激酶－MB同工酶活性测定","0.5696","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"863","VI411","脑利钠肽前体（PRO-BNP）测定","0.3749","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"864","VI410","B型钠尿肽（BNP）测定","0.1792","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"865","VI401","血清肌钙蛋白Ⅰ测定","0.3515","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"866","VI399","血清肌钙蛋白T测定","0.1319","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"867","VI397","血清α羟基丁酸脱氢酶测定","0.4384","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"868","VI390","血清肌酸激酶－MB同工酶质量测定","0.283","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"869","VI385","血清肌酸激酶测定","0.6969","VI384","心肌疾病的实验诊断","0.904","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"870","VI4371","血清酸性磷酸酶测定","0.0004","VI446","其它血清酶类测定","0.386","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"871","VI454","血清脂肪酶测定","0.0637","VI446","其它血清酶类测定","0.386","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"872","VI4475","淀粉酶测定","0.6093","VI446","其它血清酶类测定","0.386","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"873","VI456","血清骨钙素测定","0.0012","VI446","其它血清酶类测定","0.386","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"874","VI455","血清血管紧张转化酶测定","0.3455","VI446","其它血清酶类测定","0.386","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"875","VI453","血清淀粉酶同工酶电泳","0.0038","VI446","其它血清酶类测定","0.386","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"876","VI451","血清前列腺酸性磷酸酶质量测定","0.0003","VI446","其它血清酶类测定","0.386","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"877","VI448","血清酒石酸抑制酸性磷酸酶测定","0.0004","VI446","其它血清酶类测定","0.386","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"878","VI180","血清转铁蛋白测定","0.2131","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"879","VI176","血清粘蛋白测定","0.0036","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"880","VI4447","视黄醇结合蛋白测定","0.4292","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"881","VI4431","血清白蛋白测定","0.8517","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"882","VI185","脑脊液总蛋白测定","0.0016","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"883","VI182","血清铁蛋白测定","0.0046","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"884","VI179","血清前白蛋白测定","0.5873","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"885","VI177","血清蛋白电泳","0.0463","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"886","VI173","血清总蛋白测定","0.861","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"887","VI289","血清淀粉样蛋白测定(SAA)","0","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"888","VI284","超敏C反应蛋白测定","0.7737","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"889","VI190","β2微球蛋白测定","0.1868","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"890","VI189","脑脊液IgG测定","0","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"891","VI188","脑脊液白蛋白测定","0.0005","VI4430","蛋白质测定","0.9364","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"892","VI5531","中枢神经特异蛋白(S100β)测定","0.0014","VI4476","维生素、氨基酸与血药浓度测定","0.2265","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"893","VI462","叶酸测定","0.7889","VI4476","维生素、氨基酸与血药浓度测定","0.2265","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"894","VI465","血清药物浓度测定","0.0674","VI4476","维生素、氨基酸与血药浓度测定","0.2265","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"895","VI463","血清维生素测定","0.6596","VI4476","维生素、氨基酸与血药浓度测定","0.2265","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"896","VI459","25羟维生素D测定","0.2212","VI4476","维生素、氨基酸与血药浓度测定","0.2265","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"897","VI518","睾酮测定","0.0216","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"898","VI529","孕酮测定","0.0233","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"899","VI491","血清游离甲状腺素(FT4)测定","0.8611","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"900","VI5576","血清胃泌素释放肽前体（ProGRP)测定","0.032","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"901","VI534","血清胰岛素测定","0.0543","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"902","VI531","血清人绒毛膜促性腺激素测定","0.0567","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"903","VI499","促甲状腺素受体抗体测定","0.2071","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"904","VI555","降钙素原检测","0.0441","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"905","VI542","胃泌素测定","0.0079","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"906","VI528","雌二醇测定","0.024","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"907","VI516","血管紧张素Ⅰ测定","0.0637","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"908","VI4487","促红细胞生成素测定","0.0813","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"909","VI4482","甲状旁腺激素测定","0.0848","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"910","VI4480","血清泌乳素测定","0.0295","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"911","VI4434","类胰岛素生长因子-1测定(IGF-1)","0","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"912","VI539","C肽兴奋试验","0.0012","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"913","VI537","血清C肽测定","0.021","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"914","VI517","血管紧张素Ⅱ测定","0.041","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"915","VI515","血浆肾素活性测定","0.0924","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"916","VI513","尿香草苦杏仁酸(VMA)测定","0.0004","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"917","VI512","尿儿茶酚胺测定","0.0008","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"918","VI510","醛固酮测定","0.0931","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"919","VI501","血浆皮质醇测定","0.0274","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"920","VI497","血清甲状腺结合球蛋白测定","0.2367","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"921","VI493","血清游离三碘甲状原氨酸(FT3)测定","0.8572","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"922","VI490","血清反T3测定","0.0017","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"923","VI488","血清三碘甲状原氨酸(T3)测定","0.7379","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"924","VI486","血清甲状腺素(T4)测定","0.7392","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"925","VI483","降钙素测定","0.0663","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"926","VI478","血清促肾上腺皮质激素测定","0.0229","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"927","VI477","血清促黄体生成素测定","0.0288","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"928","VI475","血清促卵泡刺激素测定","0.0291","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"929","VI473","血清生长激素测定","0.0062","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"930","VI470","血清促甲状腺激素测定","0.9078","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"931","VI541","血清抗谷氨酸脱羧酶抗体测定","0.005","VI4479","激素测定","0.5527","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"932","VI5403","I型胶原氨基末端肽(NTx)测定","1","VI191","骨质疏松的实验诊断","0.0494","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"933","VI196","I型胶原羧基端前肽(PICP)测定","0.9477","VI191","骨质疏松的实验诊断","0.0494","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"934","VI365","血清碱性磷酸酶测定","0.9026","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"935","VI5532","血清谷氨酸脱氢酶测定","0.0001","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"936","VI5569","甘胆酸（CG）检测","0.1112","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"937","VI349","血清直接胆红素测定","0.8891","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"938","VI379","血清透明质酸酶测定","0.0092","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"939","VI4369","血清胆碱脂酶测定","0.4515","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"940","VI369","血清骨型碱性磷酸酶质量测定","0.0232","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"941","VI358","血清天门冬氨酸氨基转移酶测定","0.9348","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"942","VI4463","腺苷脱氨酶测定","0.664","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"943","VI4462","血清α-L-岩藻糖苷酶测定","0.3963","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"944","VI4459","血清丙氨酸氨基转移酶测定","0.904","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"945","VI381","胆酸测定","0.0117","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"946","VI380","血清亮氨酰氨基肽酶测定","0","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"947","VI378","血清纤维连接蛋白测定","0.0811","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"948","VI377","血清层粘连蛋白测定","0.009","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"949","VI376","血清Ⅲ型胶原测定","0.009","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"950","VI375","血清Ⅳ型胶原测定","0.009","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"951","VI374","血清5′核苷酸酶测定","0.0882","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"952","VI364","血清γ-谷氨酰基转移酶同工酶电泳","0.0065","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"953","VI361","血清γ-谷氨酰基转移酶测定","0.8722","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"954","VI354","血浆氨测定","0.0737","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"955","VI352","血清总胆汁酸测定","0.4631","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"956","VI350","血清间接胆红素测定","0.3548","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"957","VI347","血清总胆红素测定","0.9449","VI346","肝病的实验诊断","0.8918","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"958","VI414","尿素测定","0.918","VI413","肾脏疾病的实验诊断","0.881","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"959","VI443","超氧化物歧化酶(SOD)测定","0.0462","VI413","肾脏疾病的实验诊断","0.881","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"960","VI444","血清胱抑素(Cystatin C)测定","0.4109","VI413","肾脏疾病的实验诊断","0.881","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"961","VI436","酸负荷试验","0.0029","VI413","肾脏疾病的实验诊断","0.881","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"962","VI433","尿亮氨酰氨基肽酶","0","VI413","肾脏疾病的实验诊断","0.881","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"963","VI4474","α1—微球蛋白测定","0.0295","VI413","肾脏疾病的实验诊断","0.881","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"964","VI4473","尿尿酸测定","0.0002","VI413","肾脏疾病的实验诊断","0.881","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
"965","VI4469","尿微量白蛋白测定","0.1337","VI413","肾脏疾病的实验诊断","0.881","VI171","3．临床化学检查","0.9817","VI1082","(五)检验","0.2474","","","",""
