"   ","ID_DR","NAME_DR","RATIO_DR","ID_DS","NAME_DS","RATIO_DS","ID_BG_DS","NAME_BG_DS","RATIO_BG_DS","ID_CATEGORY1","NAME_CATEGORY1","RATIO_CATEGORY1","ID_CATEGORY2","NAME_CATEGORY2","RATIO_CATEGORY2","ID_CATEGORY3","NAME_CATEGORY3","RATIO_CATEGORY3","ID_CATEGORY4","NAME_CATEGORY4","RATIO_CATEGORY4","ID_CATEGORY5","NAME_CATEGORY5","RATIO_CATEGORY5","ID_CATEGORY6","NAME_CATEGORY6","RATIO_CATEGORY6"
"1727","DR87869","吡嘧司特钾片","0.7059","DS1918","吡嘧司特钾","1","DG11453","吡嘧司特","0.1076","DC775","白三烯受体拮抗剂","0.0705","DC348","治疗阻塞性气道疾病的其他全身用药物","0.5879","DC96","用于阻塞性气道疾病的药物","0.2535","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"1728","DR87908","丙酸氟替卡松乳膏","0.1667","DS744","丙酸氟替卡松","1","DG6503","氟替卡松","0.0169","DC933","强效皮质激素类（III组）","0.2843","DC429","皮质激素类的单方药","0.9319","DC120","皮科用皮质激素类","0.1463","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"1729","DR87908","丙酸氟替卡松乳膏","0.1667","DS744","丙酸氟替卡松","1","DG6503","氟替卡松","0.0086","DC786","鼻用皮质激素类","0.4161","DC350","减轻充血药及其他鼻局部用药","1","DC97","鼻部制剂","0.2223","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"1730","DR87908","丙酸氟替卡松乳膏","0.1667","DS744","丙酸氟替卡松","1","DG6503","氟替卡松","0.1319","DC779","糖皮质激素类药","0.087","DC349","治疗阻塞性气道疾病的其他吸入药物","0.2744","DC96","用于阻塞性气道疾病的药物","0.2535","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"1731","DR87919","丙戊酸钠片","0.5144","DS1753","丙戊酸钠","1","DG11522","丙戊酸钠","1","DC357","脂肪酸衍生物","0.5426","DC98","抗癫痫药","0.0401","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","","","","",""
"1732","DR87927","玻璃酸钠滴眼液","0.9316","DS3406","透明质酸钠","1","DG12381","透明质酸钠","1","DC870","粘弹性物质","1","DC384","手术辅助用药","0.0091","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"1733","DR87927","玻璃酸钠滴眼液","0.9316","DS3406","透明质酸钠","1","DG12381","透明质酸钠","0.887","DC131","其他肌肉-骨骼系统疾病用药","0.0742","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","","","","","","","",""
"1734","DR87940","布洛芬缓释片","0.0285","DS1581","布洛芬","1","DG13308","布洛芬","0.9286","DC977","丙酸衍生物","0.3746","DC454","非甾体类抗炎和抗风湿药","0.9997","DC128","抗炎和抗风湿药","0.6822","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","",""
"1735","DR87946","布洛芬口服溶液","0.0363","DS1581","布洛芬","1","DG13308","布洛芬","0.9286","DC977","丙酸衍生物","0.3746","DC454","非甾体类抗炎和抗风湿药","0.9997","DC128","抗炎和抗风湿药","0.6822","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","",""
"1736","DR90015","香菊片","1","DS14388","香菊片","1","DG3440","香菊片","0.1017","DC61","鼻病","0.2232","DC11","耳鼻喉科用药","0.004","DC1","中成药","0.6812","","","","","","","","",""
"1737","DR89212","盐酸普鲁卡因注射液","0.1111","DS3001","盐酸普鲁卡因","1","DG12668","普鲁卡因","1","DC806","氨基苯甲酸酯类","0.0027","DC364","局部麻醉剂","0.9585","DC101","麻醉剂","0.0255","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"1738","DR89239","盐酸曲马多胶囊","0.2059","DS3708","盐酸曲马多","0.9855","DG13493","曲马多","0.3833","DC827","其他阿片类药","0.7171","DC371","阿片类","0.0071","DC103","镇痛药","0.5083","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"1739","DR89240","盐酸曲马多氯化钠注射液","1","DS21243","曲马多氯化钠","0.0145","DG13493","曲马多","0.3833","DC827","其他阿片类药","0.7171","DC371","阿片类","0.0071","DC103","镇痛药","0.5083","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"1740","DR89297","盐酸替罗非班氯化钠注射液","1","DS20887","盐酸替罗非班氯化钠","0.3273","DG12215","替罗非班","0.0006","DC449","血小板凝聚抑制剂，肝素除外","0.9574","DC126","抗血栓形成药","0.6004","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","","","","",""
"1741","DR89693","百蕊胶囊","1","DS17797","百蕊胶囊","1","DG8191","百蕊胶囊","0.0052","DC184","内科清热化痰剂","0.642","DC46","内科化痰、止咳、平喘剂","0.0328","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1742","DR89712","板蓝根片","1","DS15751","板蓝根片","1","DG5053","板蓝根片","0.0003","DC177","内科清热解毒剂","0.8248","DC44","内科清热剂","0.0429","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1743","DR87017","甲硝唑胶囊","0.0031","DS1216","甲硝唑","0.9819","DG11116","甲硝唑","0.0626","DC899","其他局部用抗痤疮制剂","0.9323","DC408","局部用抗痤疮药","0.9984","DC112","抗痤疮制剂","0.3111","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"1744","DR87017","甲硝唑胶囊","0.0031","DS1216","甲硝唑","0.9819","DG11116","甲硝唑","1","DC895","硝基咪唑衍生物","1","DC396","治疗阿米巴病和其他原虫病药","0.8317","DC109","抗原虫药","0.3497","DC22","抗寄生虫药，杀虫药和驱虫药","0.0049","DC2","西药","0.7954","","",""
"1745","DR87017","甲硝唑胶囊","0.0031","DS1216","甲硝唑","0.9819","DG11116","甲硝唑","0.2393","DC733","咪唑衍生物药","0.8459","DC322","其他全身用抗菌药","0.0737","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"1746","DR87017","甲硝唑胶囊","0.0031","DS1216","甲硝唑","0.9819","DG11116","甲硝唑","0.1472","DC684","妇科用咪唑衍生物","0.7469","DC309","抗感染药和抗菌剂，与皮质激素类的复方制剂除外","1","DC85","妇科抗感染药和抗菌剂","0.1497","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"1747","DR87017","甲硝唑胶囊","0.0031","DS1216","甲硝唑","0.9819","DG11116","甲硝唑","0.3715","DC488","口腔局部治疗用抗感染药和抗菌药","0.5621","DC139","口腔科制剂","0.0222","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","","","","",""
"1748","DR86383","复方头孢克洛片","1","DS731","复方头孢克洛","1","DG12942","复方头孢克洛","0.007","DC725","第二代头孢菌素","0.2186","DC321","其他β-内酰胺类抗菌药","0.5027","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"1749","DR2473","硒酵母片","1","DS2314","硒酵母","1","DG6400","硒酵母","0.6885","DC590","其他抗肿瘤药物","0.9924","DC252","其他抗肿瘤药","0.3701","DC68","抗肿瘤药","0.3897","DC14","抗肿瘤药及免疫调节剂","0.0079","DC2","西药","0.7954","","",""
"1750","DR90042","仙灵骨葆胶囊","1","DS18115","仙灵骨葆胶囊","1","DG8575","仙灵骨葆胶囊","0.7553","DC40","补肾壮骨剂","0.1073","DC7","骨伤科用药","0.0199","DC1","中成药","0.6812","","","","","","","","",""
"1751","DR90134","五味麝香丸","1","DS14259","五味麝香丸","1","DG3227","五味麝香丸","0.006","DC9","民族药","0.0221","DC1","中成药","","","","","","","","","","","","",""
"1752","DR90269","石榴健胃片","1","DS14255","石榴健胃片","1","DG3223","石榴健胃片","0.0324","DC9","民族药","0.0221","DC1","中成药","","","","","","","","","","","","",""
"1753","DR90494","强力天麻杜仲丸","1","DS12674","强力天麻杜仲丸","1","DG1207","强力天麻杜仲丸","0.0312","DC217","内科化瘀祛风剂","0.2452","DC54","内科治风剂","0.062","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1754","DR90495","养血清脑丸","1","DS12675","养血清脑丸","1","DG1208","养血清脑丸","0.7786","DC218","内科养血祛风剂","0.0448","DC54","内科治风剂","0.062","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1755","DR90055","夏枯草片","1","DS17619","夏枯草片","1","DG7959","夏枯草片","0.0006","DC177","内科清热解毒剂","0.8248","DC44","内科清热剂","0.0429","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1756","DR90221","参丹散结胶囊","1","DS13662","参丹散结胶囊","1","DG2479","参丹散结胶囊","0.0001","DC31","肿瘤辅助用药","0.995","DC4","肿瘤用药","0.0483","DC1","中成药","0.6812","","","","","","","","",""
"1757","DR90439","胃乐宁片","1","DS12370","胃乐宁片","1","DG792","胃乐宁片","0.1324","DC210","内科疏肝和胃剂","0.9227","DC52","内科理气剂","0.0055","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1758","DR90465","天麻胶囊","1","DS12640","天麻胶囊","1","DG1149","天麻胶囊","0.0006","DC219","内科祛风通络剂","0.2844","DC54","内科治风剂","0.062","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1759","DR90468","金天格胶囊","1","DS12645","金天格胶囊","1","DG1157","金天格胶囊","0.0183","DC236","内科扶正祛湿剂","0.1818","DC58","内科祛湿剂","0.0329","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1760","DR90472","宽胸气雾剂","1","DS12649","宽胸气雾剂","1","DG1164","宽胸气雾剂","0.0001","DC205","内科化瘀宽胸剂","0.133","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1761","DR89930","乳癖消颗粒","1","DS13165","乳癖消颗粒","1","DG1881","乳癖消颗粒","0.1163","DC34","妇科消肿散结剂","0.3007","DC5","妇科用药","0.0007","DC1","中成药","0.6812","","","","","","","","",""
"1762","DR2489","镇江膏药","1","DS3047","镇江膏药","1","DG10872","镇江膏药","0.0012","DC166","活血通络剂外用药","0.7328","DC39","活血通络剂","0.5848","DC7","骨伤科用药","0.0199","DC1","中成药","0.6812","","","","","",""
"1763","DR2218","振源胶囊","1","DS2507","振源胶囊","1","DG8623","振源胶囊","0.4989","DC226","内科益气养阴剂","0.0285","DC57","内科扶正剂","0.0819","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1764","DR3099","长春西汀注射液","0.6982","DS1993","长春西汀","0.5302","DG11467","长春西汀","0.3112","DC795","其他精神兴奋药及促智药","1","DC360","用于儿童注意缺陷障碍伴多动症和促智的精神兴奋药","0.9043","DC99","精神兴奋药","0.4638","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"1765","DR2362","扎冲十三味丸","1","DS3050","扎冲十三味丸","1","DG3415","扎冲十三味丸","0.2516","DC9","民族药","0.0221","DC1","中成药","","","","","","","","","","","","",""
"1766","DR723","枣仁安神颗粒","1","DS2842","枣仁安神颗粒","1","DG3270","枣仁安神颗粒","0.0321","DC193","内科养心安神剂","0.4252","DC49","内科安神剂","0.0176","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1767","DR3364","云芝胞内糖肽胶囊","1","DS1088","云芝胞内糖肽","1","DG11555","云芝胞内糖肽","0.0073","DC13","其他","0.0262","DC2","西药","","","","","","","","","","","","",""
"1768","DR84104","盐酸肼屈嗪片","1","DS23559","盐酸肼屈嗪","1","DG13047","肼屈嗪","1","DC1108","肼酞嗪衍生物","0.0145","DC552","作用于小动脉平滑肌的药物","0.014","DC155","抗高血压药","0.0327","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"1769","DR1738","升血小板胶囊","1","DS2151","升血小板胶囊","1","DG5239","升血小板胶囊","0.0015","DC221","内科养血剂","0.0838","DC57","内科扶正剂","0.0819","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1770","DR3056","氢氯噻嗪片","1","DS361","氢氯噻嗪","1","DG422","氢氯噻嗪","1","DC1079","单方噻嗪类","1","DC530","噻嗪类低效利尿药","0.1136","DC149","利尿剂","0.0681","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"1771","DR1688","氨甲环酸氯化钠注射液","1","DS1411","氨甲环酸氯化钠","0.098","DG12956","氨甲环酸","0.0943","DC946","抗纤维蛋白溶解药氨基酸类","0.9558","DC437","抗纤维蛋白溶解药","0.5805","DC124","抗出血药","0.0066","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","",""
"1772","DR1944","愈伤灵胶囊","1","DS2809","愈伤灵胶囊","1","DG9241","愈伤灵胶囊","0.0506","DC167","活血化瘀剂内服药","0.4257","DC41","活血化瘀剂","0.3311","DC7","骨伤科用药","0.0199","DC1","中成药","0.6812","","","","","",""
"1773","DR1718","美扑伪麻片","1","DS1415","美扑伪麻","1","DG13420","美扑伪麻","0.11","DC333","其他复方感冒制剂","0.0967","DC92","咳嗽和感冒制剂","0.5626","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","","","","",""
"1774","DR1117","美敏伪麻溶液","1","DS2152","美敏伪麻","1","DG9928","美敏伪麻","0.0562","DC333","其他复方感冒制剂","0.0967","DC92","咳嗽和感冒制剂","0.5626","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","","","","",""
"1775","DR1570","非诺贝特片","0.123","DS435","非诺贝特","0.9655","DG13333","非诺贝特","1","DC1096","贝特类","0.0054","DC546","单方调节血脂药","0.9997","DC153","调节血脂药","0.6449","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"1776","DR3206","氟马西尼注射液","1","DS2812","氟马西尼","1","DG9408","氟马西尼","0.025","DC288","解毒药","0.9541","DC80","所有其他治疗药物","0.0458","DC16","杂类","0.2065","DC2","西药","0.7954","","","","","",""
"1777","DR1685","氟康唑胶囊","0.5748","DS2000","氟康唑","0.5799","DG12321","氟康唑","0.0748","DC857","眼科用抗生素类","0.3675","DC380","眼科用抗感染药","0.0859","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"1778","DR1685","氟康唑胶囊","0.5748","DS2000","氟康唑","0.5799","DG12321","氟康唑","0.9522","DC687","全身用抗真菌药三唑类衍生物","0.1668","DC310","全身用抗真菌药","0.0592","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","","","","",""
"1779","DR2864","抗骨增生胶囊","1","DS2813","抗骨增生胶囊","1","DG9252","抗骨增生胶囊","0.0285","DC40","补肾壮骨剂","0.1073","DC7","骨伤科用药","0.0199","DC1","中成药","0.6812","","","","","","","","",""
"1780","DR1279","盐酸阿米洛利片","1","DS1143","盐酸阿米洛利","1","DG6549","阿米洛利","0.1489","DC1072","其他保钾利尿药","0.01","DC525","保钾利尿药","0.4571","DC149","利尿剂","0.0681","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"1781","DR760","右归丸","1","DS2823","右归丸","1","DG8740","右归丸","0.0475","DC223","内科温阳剂","0.0188","DC57","内科扶正剂","0.0819","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1782","DR1980","六味安消胶囊","1","DS7","六味安消胶囊","1","DG1103","六味安消胶囊","0.0537","DC9","民族药","0.0221","DC1","中成药","","","","","","","","","","","","",""
"1783","DR1826","石杉碱甲片","1","DS385","石杉碱甲","1","DG7073","石杉碱甲","0.0001","DC795","其他精神兴奋药及促智药","1","DC360","用于儿童注意缺陷障碍伴多动症和促智的精神兴奋药","0.9043","DC99","精神兴奋药","0.4638","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"1784","DR83","非那雄胺胶囊","0.0797","DS216","非那雄胺","1","DG10640","非那雄胺","0.9771","DC675","睾酮-5-α还原酶抑制剂","0.6909","DC307","良性前列腺肥大用药","0.3107","DC84","泌尿系统药","0.8688","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"1785","DR3097","法半夏枇杷膏","1","DS1428","法半夏枇杷膏","1","DG7044","法半夏枇杷膏","0.083","DC185","内科润肺化痰剂","0.2259","DC46","内科化痰、止咳、平喘剂","0.0328","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1786","DR1059","氯雷他定分散片","0.0259","DS1544","氯雷他定","1","DG11907","氯雷他定","0.4202","DC345","全身用的其他抗组胺药","0.5551","DC95","全身用抗组胺药","0.2312","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","","","","",""
"1787","DR1346","肺力咳胶囊","1","DS1429","肺力咳胶囊","1","DG1966","肺力咳胶囊","0.0458","DC184","内科清热化痰剂","0.642","DC46","内科化痰、止咳、平喘剂","0.0328","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1788","DR511","复方黄连素片","1","DS905","复方黄连素片","1","DG7847","复方黄连素片","0.1491","DC558","清利肠胃湿热剂","0.092","DC178","内科清脏腑热剂","0.1506","DC44","内科清热剂","0.0429","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"1789","DR3357","龙心素胶囊","1","DS388","龙心素胶囊","1","DG1166","龙心素胶囊","0.0001","DC206","内科化瘀通脉剂","0.4684","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1790","DR1599","注射用二羟丙茶碱","0.144","DS1548","二羟丙茶碱","0.9947","DG439","二羟丙茶碱","0.1795","DC776","黄嘌呤类","0.9371","DC348","治疗阻塞性气道疾病的其他全身用药物","0.5879","DC96","用于阻塞性气道疾病的药物","0.2535","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"1791","DR3246","藿香正气丸","1","DS3118","藿香正气丸","1","DG8658","藿香正气丸","0.2353","DC173","内科解表祛暑剂","0.7391","DC43","内科祛暑剂","0.0001","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1792","DR71750","冻干人用狂犬病疫苗(Vero细胞)","1","DS3627","人用狂犬病疫苗(Vero细胞)","1","DG11656","人用狂犬病疫苗(Vero细胞)","1","DC741","狂犬疫苗","1","DC326","病毒类疫苗","1","DC91","疫苗类","0","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"1793","DR71832","复方甘草酸苷胶囊","0.4368","DS2584","复方甘草酸苷","1","DG13640","复方甘草酸苷","0.0916","DC1036","肝脏治疗药","1","DC509","肝脏治疗药，抗脂肪肝药","0.933","DC145","胆和肝治疗药","0.0311","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"1794","DR71935","新癀片","1","DS13140","新癀片","1","DG1827","新癀片","0.0025","DC177","内科清热解毒剂","0.8248","DC44","内科清热剂","0.0429","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1795","DR71956","辛伐他汀滴丸","0.0612","DS1864","辛伐他汀","1","DG6385","辛伐他汀","0.1309","DC1094","HMG-CoA还原酶抑制剂","0.9936","DC546","单方调节血脂药","0.9997","DC153","调节血脂药","0.6449","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"1796","DR71986","心脉通胶囊","1","DS17608","心脉通胶囊","1","DG7938","心脉通胶囊","0.0004","DC205","内科化瘀宽胸剂","0.133","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1797","DR1427","盐酸乐卡地平片","1","DS2483","盐酸乐卡地平","1","DG10897","乐卡地平","0.0002","DC1067","二氢吡啶衍生物类","0.9979","DC522","主要作用于血管的选择性钙通道阻滞剂","0.9981","DC148","钙通道阻滞剂","0.3841","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"1798","DR278","来曲唑片","1","DS2828","来曲唑","1","DG12736","来曲唑","0.3333","DC569","酶抑制剂","0.1304","DC241","激素拮抗剂及相关药物","1","DC66","内分泌治疗用药","0.0127","DC14","抗肿瘤药及免疫调节剂","0.0079","DC2","西药","0.7954","","",""
"1799","DR1359","卡络磺钠片","0.0259","DS2235","卡络磺钠","0.7785","DG12661","卡络磺钠","0.3282","DC951","其他全身用止血药","0.8361","DC438","维生素K和其他止血药","0.5569","DC124","抗出血药","0.0066","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","",""
"1800","DR85696","曲安奈德注射液","0.9286","DS21257","曲安奈德","0.0263","DG12817","曲安奈德","0.4912","DC936","中效皮质激素类（II组）","0.4349","DC429","皮质激素类的单方药","0.9319","DC120","皮科用皮质激素类","0.1463","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"1801","DR85696","曲安奈德注射液","0.9286","DS21257","曲安奈德","0.0263","DG12817","曲安奈德","0.3825","DC786","鼻用皮质激素类","0.4161","DC350","减轻充血药及其他鼻局部用药","1","DC97","鼻部制剂","0.2223","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"1802","DR85696","曲安奈德注射液","0.9286","DS21257","曲安奈德","0.0263","DG12817","曲安奈德","0.1598","DC603","糖皮质激素类","1","DC262","全身用皮质激素的单方制剂","1","DC73","全身用皮质激素类","0.7202","DC15","系统性激素制剂，不含性激素和胰岛素","0.02","DC2","西药","0.7954","","",""
"1803","DR3152","环磷腺苷注射液","0.014","DS510","环磷腺苷","1","DG10911","环磷腺苷","0.3267","DC608","其他营养支持药","0.0992","DC264","其他营养品","1","DC74","一般营养品","0.8326","DC16","杂类","0.2065","DC2","西药","0.7954","","",""
"1804","DR3429","银杏叶分散片","1","DS1445","银杏叶分散片","1","DG1685","银杏叶分散片","0","DC206","内科化瘀通脉剂","0.4684","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1805","DR84160","维生素A棕榈酸酯眼用凝胶","1","DS20807","维生素A棕榈酸酯","1","DG11911","维生素A棕榈酸酯","0","DC378","其他眼科用药","0.9599","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","","","","",""
"1806","DR84170","维生素B4片","1","DS20806","维生素B4","1","DG6391","维生素B4","0.0061","DC237","其他免疫增强剂","0.9082","DC65","免疫兴奋剂","0.5933","DC14","抗肿瘤药及免疫调节剂","0.0079","DC2","西药","0.7954","","","","","",""
"1807","DR1192","红花逍遥颗粒","1","DS1446","红花逍遥颗粒","1","DG1938","红花逍遥颗粒","0.2346","DC209","内科疏肝解郁剂","0.0773","DC52","内科理气剂","0.0055","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1808","DR694","卡左双多巴控释片","0.0833","DS1078","卡左双多巴","1","DG11853","卡左双多巴","0.0144","DC803","多巴和其衍生物","0.7524","DC363","多巴胺能药","0.9436","DC100","抗帕金森氏病药","0.0169","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"1809","DR3224","红霉素片","0.0075","DS1841","红霉素","1","DG11762","红霉素","0.6527","DC903","治疗痤疮的抗生素","0.0716","DC408","局部用抗痤疮药","0.9984","DC112","抗痤疮制剂","0.3111","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"1810","DR3224","红霉素片","0.0075","DS1841","红霉素","1","DG11762","红霉素","0.0906","DC857","眼科用抗生素类","0.3675","DC380","眼科用抗感染药","0.0859","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"1811","DR3224","红霉素片","0.0075","DS1841","红霉素","1","DG11762","红霉素","0.1052","DC721","大环内酯类","0.8487","DC319","大环内酯类，林可胺类和链阳菌素类","0.1337","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"1812","DR1839","鼻渊通窍颗粒","1","DS408","鼻渊通窍颗粒","1","DG1768","鼻渊通窍颗粒","0.0904","DC61","鼻病","0.2232","DC11","耳鼻喉科用药","0.004","DC1","中成药","0.6812","","","","","","","","",""
"1813","DR2317","元胡止痛滴丸","1","DS937","元胡止痛滴丸","1","DG1803","元胡止痛滴丸","0.0383","DC210","内科疏肝和胃剂","0.9227","DC52","内科理气剂","0.0055","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1814","DR71381","门冬氨酸钾镁片","0.1169","DS1571","门冬氨酸钾镁","1","DG12256","门冬氨酸钾镁","0.0163","DC959","电解质溶液","0.9999","DC442","静脉注射液添加剂","0.9848","DC125","血液代用品和灌注液","0.5985","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","",""
"1815","DR71381","门冬氨酸钾镁片","0.1169","DS1571","门冬氨酸钾镁","1","DG12256","门冬氨酸钾镁","1","DC1051","其他心脏病用复方制剂","0.0684","DC517","其他心脏疾病用药","0.6731","DC147","心脏治疗药","0.2061","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"1816","DR71636","烟酸片","1","DS245","烟酸","1","DG12705","烟酸","1","DC545","烟酸及其衍生物","0.0001","DC152","周围血管扩张药","0.0641","DC27","心血管系统","0.6531","DC2","西药","0.7954","","","","","",""
"1817","DR71699","血府逐瘀颗粒","1","DS3583","血府逐瘀颗粒","1","DG5114","血府逐瘀颗粒","0.063","DC200","内科行气活血剂","0.061","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"1818","DR2819","阿伐斯汀胶囊","1","DS1090","阿伐斯汀","1","DG12988","阿伐斯汀","0.0005","DC345","全身用的其他抗组胺药","0.5551","DC95","全身用抗组胺药","0.2312","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","","","","",""
"1819","DR3242","制霉菌素片","1","DS1457","制霉菌素","1","DG13803","制霉菌素","0.4559","DC734","其他抗菌药","0.0416","DC322","其他全身用抗菌药","0.0737","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"1820","DR541","氢溴酸山莨菪碱注射液","0.936","DS2843","氢溴酸山莨菪碱","1","DG5840","山莨菪碱","0.3057","DC869","眼科用抗胆碱药","1","DC383","散瞳药及睫状肌麻痹药","0.0072","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"1821","DR541","氢溴酸山莨菪碱注射液","0.936","DS2843","氢溴酸山莨菪碱","1","DG5840","山莨菪碱","0.3383","DC1002","叔胺颠茄生物碱类","0.995","DC479","单方颠茄及其衍生物","0.0991","DC137","治疗功能性胃肠道疾病的药物","0.0852","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"1822","DR936","盐酸硫必利片","1","DS1309","盐酸硫必利","1","DG13386","硫必利","0.5521","DC848","苯甲酰胺类","0.02","DC375","抗精神病药","0.2045","DC104","精神安定药","0.1691","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"1823","DR2641","格列吡嗪分散片","0.0042","DS440","格列吡嗪","1","DG9369","格列吡嗪","0.0282","DC1027","磺酰脲类衍生物","0.4107","DC505","降血糖药物，不含胰岛素","0.8388","DC144","糖尿病用药","0.345","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"1824","DR3463","叶酸片","0.9975","DS3027","叶酸","1","DG5778","叶酸","1","DC944","叶酸及其衍生物","0.1565","DC434","维生素B12和叶酸","0.9571","DC122","抗贫血药","0.1642","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","",""
"1825","DR572","注射用更昔洛韦钠","1","DS281","更昔洛韦钠","0.087","DG13356","更昔洛韦","0.1009","DC856","抗病毒药","0.0573","DC380","眼科用抗感染药","0.0859","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
