,product_name,trad_name,generic_name,generic_id,real,real_name
5944,泛影酸钠注射液,,泛影酸钠,DS20529,泛影酸钠注射液,泛影酸钠注射液
5945,非布丙醇胶丸,,非布丙醇,DS20532,非布丙醇胶丸,非布丙醇胶丸
5948,非普拉宗片,,非普拉宗,DS20545,非普拉宗片,非普拉宗片
5949,芬布芬胶囊,,芬布芬,DS20558,芬布芬胶囊,芬布芬胶囊
5950,酚氨咖敏颗粒,,酚氨咖敏,DS20561,酚氨咖敏颗粒,酚氨咖敏颗粒
5951,酚氨咖敏片,,酚氨咖敏,DS20561,酚氨咖敏片,酚氨咖敏片
5952,酚磺乙胺葡萄糖注射液,恒智,酚磺乙胺葡萄糖,DS20566,酚磺乙胺葡萄糖注射液,酚磺乙胺葡萄糖注射液
5954,酚美愈伪麻分散片,泰晶,酚美愈伪麻,DS20568,酚美愈伪麻分散片,酚美愈伪麻分散片
5955,酚美愈伪麻口服溶液,润通百服咛,酚美愈伪麻,DS20568,酚美愈伪麻口服溶液,酚美愈伪麻口服溶液
5956,蜂胶片,,蜂胶,DS20578,蜂胶片,蜂胶片
5957,呋喃妥因肠溶胶囊,,呋喃妥因,DS2615,呋喃妥因肠溶胶囊,呋喃妥因肠溶胶囊
5958,呋喃妥因片,,呋喃妥因,DS2615,呋喃妥因片,呋喃妥因片
5959,呋喃西林贴,,呋喃西林,DS20580,呋喃西林贴,呋喃西林贴
5960,呋咱甲氢龙片,,呋咱甲氢龙,DS20587,呋咱甲氢龙片,呋咱甲氢龙片
5961,伏格列波糖咀嚼片,,伏格列波糖,DS2558,伏格列波糖咀嚼片,伏格列波糖咀嚼片
5963,氟[18F]脱氧葡糖注射液,,氟[18F]脱氧葡糖,DS20591,氟[18F]脱氧葡糖注射液,氟[18F]脱氧葡糖注射液
5964,氟比洛芬缓释片,,氟比洛芬,DS20592,氟比洛芬缓释片,氟比洛芬缓释片
5965,氟芬那酸胶囊,,氟芬那酸,DS20593,氟芬那酸胶囊,氟芬那酸胶囊
5966,氟化钠甘油糊剂,,氟化钠甘油,DS20595,氟化钠甘油糊剂,氟化钠甘油糊剂
5967,氟康唑滴眼液,,氟康唑,DS2000,氟康唑滴眼液,氟康唑滴眼液
5968,氟康唑氯化钠注射液,,氟康唑氯化钠,DS20597,氟康唑氯化钠注射液,氟康唑氯化钠注射液
5971,氟尿嘧啶氯化钠注射液,森汀,氟尿嘧啶氯化钠,DS20605,氟尿嘧啶氯化钠注射液,氟尿嘧啶氯化钠注射液
5972,氟尿嘧啶葡萄糖注射液,,氟尿嘧啶葡萄糖,DS20607,氟尿嘧啶葡萄糖注射液,氟尿嘧啶葡萄糖注射液
5973,氟哌啶注射液,,氟哌啶,DS1019,氟哌啶注射液,氟哌啶注射液
5974,氟轻松维B6乳膏,,氟轻松维B6,DS20613,氟轻松维B6乳膏,氟轻松维B6乳膏
5975,氟他胺胶囊,,氟他胺,DS2192,氟他胺胶囊,氟他胺胶囊
5976,福多司坦颗粒,,福多司坦,DS20615,福多司坦颗粒,福多司坦颗粒
5977,福多司坦片,中畅,福多司坦,DS20615,福多司坦片,福多司坦片
5978,福尔可定片,,福尔可定,DS20616,福尔可定片,福尔可定片
5981,复方阿司匹林双层片,,复方阿司匹林,DS2660,复方阿司匹林双层片,复方阿司匹林双层片
5982,胃蛋白酶片,,胃蛋白酶,DS20750,胃蛋白酶片,胃蛋白酶片
5983,乌苯美司片,乌苯美司片,乌苯美司,DS1857,乌苯美司片,乌苯美司片
5984,乌拉地尔注射液,劳麦纳,乌拉地尔,DS927,乌拉地尔注射液,乌拉地尔注射液
5985,乌洛托品溶液,,乌洛托品,DS20746,乌洛托品溶液,乌洛托品溶液
5986,无极膏,,无极膏,DS22890,无极膏,无极膏
5988,五氟利多片,,五氟利多,DS20742,五氟利多片,五氟利多片
5990,五维甘草那敏胶囊,,五维甘草那敏,DS21856,五维甘草那敏胶囊,五维甘草那敏胶囊
5993,心脑宁胶囊,,心脑宁胶囊,DS987,心脑宁胶囊,心脑宁胶囊
5994,小金丸,,小金丸,DS2870,小金丸,小金丸
5995,消炎利胆片,消炎利胆片,消炎利胆片,DS1127,消炎利胆片,消炎利胆片
5996,香菊感冒颗粒,,香菊感冒颗粒,DS2551,香菊感冒颗粒,香菊感冒颗粒
5997,香菇多糖注射液,,香菇多糖,DS67,香菇多糖注射液,香菇多糖注射液
5998,纤溶酶注射液,,纤溶酶,DS2871,纤溶酶注射液,纤溶酶注射液
6000,西洛他唑片,,西洛他唑,DS2872,西洛他唑片,西洛他唑片
6001,乌灵胶囊,,乌灵胶囊,DS988,乌灵胶囊,乌灵胶囊
6002,乌鸡白凤丸,,乌鸡白凤丸,DS70,乌鸡白凤丸,乌鸡白凤丸
6003,稳心颗粒（无蔗糖）,稳心颗粒（无蔗糖）,稳心颗粒,DS3117,稳心颗粒（无蔗糖）,稳心颗粒（无蔗糖）
6005,胃苏颗粒(无糖型),,胃苏颗粒,DS3730,胃苏颗粒(无糖型),胃苏颗粒(无糖型)
6006,胃康灵胶囊,,胃康灵胶囊,DS990,胃康灵胶囊,胃康灵胶囊
6008,妥布霉素滴眼液,,妥布霉素,DS2636,妥布霉素滴眼液,妥布霉素滴眼液
6012,头孢羟氨苄片,欧意,头孢羟氨苄,DS1761,头孢羟氨苄片,头孢羟氨苄片
6013,头孢羟氨苄胶囊,,头孢羟氨苄,DS1761,头孢羟氨苄胶囊,头孢羟氨苄胶囊
6014,头孢地尼分散片,希福尼,头孢地尼,DS2874,头孢地尼分散片,头孢地尼分散片
6015,头孢丙烯片,希能,头孢丙烯,DS1496,头孢丙烯片,头孢丙烯片
6016,头孢丙烯分散片,,头孢丙烯,DS1496,头孢丙烯分散片,头孢丙烯分散片
6018,通心络胶囊,,通心络胶囊,DS3085,通心络胶囊,通心络胶囊
6019,通塞脉颗粒,,通塞脉颗粒,DS2875,通塞脉颗粒,通塞脉颗粒
6020,天舒胶囊,,天舒胶囊,DS3086,天舒胶囊,天舒胶囊
6021,替普瑞酮胶囊,,替普瑞酮,DS1131,替普瑞酮胶囊,替普瑞酮胶囊
6022,注射用替考拉宁,他格适,替考拉宁,DS1133,注射用替考拉宁,注射用替考拉宁
6024,胎盘多肽注射液,,胎盘多肽,DS2877,胎盘多肽注射液,胎盘多肽注射液
6025,他克莫司软膏,普特彼,他克莫司,DS2878,他克莫司软膏,他克莫司软膏
6026,他克莫司胶囊,普乐可复,他克莫司,DS2878,他克莫司胶囊,他克莫司胶囊
6027,酚麻美敏片,泰诺,酚麻美敏,DS2556,酚麻美敏片,酚麻美敏片
6029,酚酞片,果导,酚酞,DS2557,酚酞片,酚酞片
6030,奋乃静片,,奋乃静,DS1661,奋乃静片,奋乃静片
6031,枫蓼肠胃康颗粒,,枫蓼肠胃康颗粒,DS1764,枫蓼肠胃康颗粒,枫蓼肠胃康颗粒
6032,枫蓼肠胃康片,,枫蓼肠胃康片,DS994,枫蓼肠胃康片,枫蓼肠胃康片
6034,乳康软胶囊,,乳康软胶囊,DS15086,乳康软胶囊,乳康软胶囊
6035,乳块消贴膏,,乳块消贴膏,DS15090,乳块消贴膏,乳块消贴膏
6036,乳癖清片,,乳癖清片,DS15094,乳癖清片,乳癖清片
6037,乳癖舒片,,乳癖舒片,DS15096,乳癖舒片,乳癖舒片
6038,乳泰胶囊,,乳泰胶囊,DS15099,乳泰胶囊,乳泰胶囊
6039,散结片,,散结片,DS15102,散结片,散结片
6040,药制橄榄盐,,药制橄榄盐,DS13832,药制橄榄盐,药制橄榄盐
6041,一把抓,,一把抓,DS13833,一把抓,一把抓
6042,婴儿平,,婴儿平,DS13835,婴儿平,婴儿平
6043,婴儿散胶囊,,婴儿散胶囊,DS13837,婴儿散胶囊,婴儿散胶囊
6044,婴儿素,,婴儿素,DS13838,婴儿素,婴儿素
6045,楂麦健脾颗粒,楂麦健脾颗粒,楂麦健脾颗粒,DS13840,楂麦健脾颗粒,楂麦健脾颗粒
6046,楂曲平胃合剂,,楂曲平胃合剂,DS13841,楂曲平胃合剂,楂曲平胃合剂
6047,漳州神曲,,漳州神曲,DS13842,漳州神曲,漳州神曲
6048,妇痛宁肠溶软胶囊,科伦,妇痛宁肠溶软胶囊,DS14039,妇痛宁肠溶软胶囊,妇痛宁肠溶软胶囊
6049,小儿葫芦散,,小儿葫芦散,DS13846,小儿葫芦散,小儿葫芦散
6050,小儿抗痫胶囊,,小儿抗痫胶囊,DS13848,小儿抗痫胶囊,小儿抗痫胶囊
6051,小儿脐风散,,小儿脐风散,DS13850,小儿脐风散,小儿脐风散
6052,医痫丸,,医痫丸,DS13851,医痫丸,医痫丸
6053,珠珀惊风散,,珠珀惊风散,DS13853,珠珀惊风散,珠珀惊风散
6054,妇炎康颗粒,中联,妇炎康颗粒,DS15717,妇炎康颗粒,妇炎康颗粒
6055,散风活血膏,,散风活血膏,DS13861,散风活血膏,散风活血膏
6056,舒筋健络油,,舒筋健络油,DS13862,舒筋健络油,舒筋健络油
6057,天舒滴丸,,天舒滴丸,DS13863,天舒滴丸,天舒滴丸
6058,天舒软胶囊,天舒软胶囊,天舒软胶囊,DS13864,天舒软胶囊,天舒软胶囊
6059,夏天无胶囊,,夏天无胶囊,DS13865,夏天无胶囊,夏天无胶囊
6060,醒脑降压丸,,醒脑降压丸,DS13868,醒脑降压丸,醒脑降压丸
6061,芎芷痛瘀散,,芎芷痛瘀散,DS13869,芎芷痛瘀散,芎芷痛瘀散
6062,益脑复健胶囊,,益脑复健胶囊,DS13870,益脑复健胶囊,益脑复健胶囊
6063,益脑心颗粒,,益脑心颗粒,DS13871,益脑心颗粒,益脑心颗粒
6064,元神安颗粒,,元神安颗粒,DS13874,元神安颗粒,元神安颗粒
6065,元神安片,,元神安片,DS13875,元神安片,元神安片
6066,朱虎化瘀酊,朱虎化瘀酊,朱虎化瘀酊,DS13877,朱虎化瘀酊,朱虎化瘀酊
6067,复方海龙口服液,吉诺药业,复方海龙口服液,DS17231,复方海龙口服液,复方海龙口服液
6068,复方满山白糖浆,新武夷,复方满山白糖浆,DS17844,复方满山白糖浆,复方满山白糖浆
6069,清平颗粒,,清平颗粒,DS13908,清平颗粒,清平颗粒
6070,清眩丸,,清眩丸,DS13910,清眩丸,清眩丸
6071,三七花颗粒,,三七花颗粒,DS13911,三七花颗粒,三七花颗粒
6072,舒络片,,舒络片,DS13915,舒络片,舒络片
6073,天麻头风灵咀嚼片,天麻头风灵咀嚼片,天麻头风灵咀嚼片,DS13917,天麻头风灵咀嚼片,天麻头风灵咀嚼片
6074,天麻头风灵片,天麻头风灵片,天麻头风灵片,DS13918,天麻头风灵片,天麻头风灵片
6075,天母降压片,,天母降压片,DS13919,天母降压片,天母降压片
6076,血压平片,,血压平片,DS13922,血压平片,血压平片
6077,抑眩宁胶囊,,抑眩宁胶囊,DS13923,抑眩宁胶囊,抑眩宁胶囊
6078,抑眩宁颗粒,,抑眩宁颗粒,DS13924,抑眩宁颗粒,抑眩宁颗粒
6079,妇炎康片,德鑫制药,妇炎康片,DS15718,妇炎康片,妇炎康片
6080,附子理中液,达仁堂,附子理中液,DS16633,附子理中液,附子理中液
6081,复方北五味子片,长白山制药,复方北五味子片,DS12148,复方北五味子片,复方北五味子片
6082,精制海马追风膏,精制海马追风膏,精制海马追风膏,DS13945,精制海马追风膏,精制海马追风膏
6083,驱风药酒,,驱风药酒,DS13948,驱风药酒,驱风药酒
6084,祛白酊,,祛白酊,DS13950,祛白酊,祛白酊
6085,复方地黄补肾酒,万寿,复方地黄补肾酒,DS18953,复方地黄补肾酒,复方地黄补肾酒
6086,金钱胆通颗粒,金钱胆通颗粒,金钱胆通颗粒,DS13959,金钱胆通颗粒,金钱胆通颗粒
6087,金钱胆通口服液,金钱胆通口服液,金钱胆通口服液,DS13960,金钱胆通口服液,金钱胆通口服液
6088,通乐颗粒,,通乐颗粒,DS17501,通乐颗粒,通乐颗粒
6089,口腔炎喷雾剂,口腔炎喷雾剂,口腔炎喷雾剂,DS17505,口腔炎喷雾剂,口腔炎喷雾剂
6090,抗骨增生颗粒,抗骨增生颗粒,抗骨增生颗粒,DS17510,抗骨增生颗粒,抗骨增生颗粒
6091,益胆片,,益胆片,DS17515,益胆片,益胆片
6092,九味肝泰胶囊,九味肝泰胶囊,九味肝泰胶囊,DS17522,九味肝泰胶囊,九味肝泰胶囊
6093,金嗓开音片,金嗓开音片,金嗓开音片,DS17528,金嗓开音片,金嗓开音片
6094,四物胶囊,四物胶囊,四物胶囊,DS17534,四物胶囊,四物胶囊
6095,金花止咳颗粒,金花止咳颗粒,金花止咳颗粒,DS17861,金花止咳颗粒,金花止咳颗粒
6096,精制猴枣散,精制猴枣散,精制猴枣散,DS17867,精制猴枣散,精制猴枣散
6097,三味龙胆花片,,三味龙胆花片,DS19471,三味龙胆花片,三味龙胆花片
6098,米曲菌胰酶片,慷彼申,米曲菌胰酶,DS22192,米曲菌胰酶片,米曲菌胰酶片
6099,十六味杜鹃花丸,,十六味杜鹃花丸,DS19483,十六味杜鹃花丸,十六味杜鹃花丸
6100,十三味榜嘎散,,十三味榜嘎散,DS19486,十三味榜嘎散,十三味榜嘎散
6101,十三味菥蓂胶囊,,十三味菥蓂胶囊,DS19488,十三味菥蓂胶囊,十三味菥蓂胶囊
6102,十四味羚牛角丸,十四味羚牛角丸,十四味羚牛角丸,DS19490,十四味羚牛角丸,十四味羚牛角丸
6103,十一味黄精颗粒,,十一味黄精颗粒,DS19496,十一味黄精颗粒,十一味黄精颗粒
6104,十一味维命胶囊,,十一味维命胶囊,DS19498,十一味维命胶囊,十一味维命胶囊
6105,双红活血片,,双红活血片,DS19500,双红活血片,双红活血片
6106,五鹏丸,,五鹏丸,DS19517,五鹏丸,五鹏丸
6107,协日嘎四味汤散,协日嘎四味汤散,协日嘎四味汤散,DS19525,协日嘎四味汤散,协日嘎四味汤散
6108,益心康泰胶囊,,益心康泰胶囊,DS19529,益心康泰胶囊,益心康泰胶囊
6109,珍珠通络丸,,珍珠通络丸,DS19533,珍珠通络丸,珍珠通络丸
6110,安络痛药酒,,安络痛药酒,DS19538,安络痛药酒,安络痛药酒
6111,金龙伤湿止痛膏,金龙伤湿止痛膏,金龙伤湿止痛膏,DS19553,金龙伤湿止痛膏,金龙伤湿止痛膏
6112,芩暴红止咳合剂,,芩暴红止咳合剂,DS17900,芩暴红止咳合剂,芩暴红止咳合剂
6113,芩暴红止咳糖浆,,芩暴红止咳糖浆,DS17905,芩暴红止咳糖浆,芩暴红止咳糖浆
6114,热感赛比斯坦颗粒,,热感赛比斯坦颗粒,DS17913,热感赛比斯坦颗粒,热感赛比斯坦颗粒
6115,十五味龙胆花丸,,十五味龙胆花丸,DS17927,十五味龙胆花丸,十五味龙胆花丸
6116,痔血丸,痔血丸,痔血丸,DS14264,痔血丸,痔血丸
6117,平消胶囊,,平消胶囊,DS14266,平消胶囊,平消胶囊
6118,醒消丸,,醒消丸,DS14268,醒消丸,醒消丸
6119,康力欣胶囊,康力欣胶囊,康力欣胶囊,DS14269,康力欣胶囊,康力欣胶囊
6120,茜芷片,,茜芷片,DS14272,茜芷片,茜芷片
6121,胃力片,,胃力片,DS12372,胃力片,胃力片
6122,金刚藤片,金刚藤片,金刚藤片,DS14274,金刚藤片,金刚藤片
6123,麝珠明目滴眼液,,麝珠明目滴眼液,DS14278,麝珠明目滴眼液,麝珠明目滴眼液
6124,四物膏,四物膏,四物膏,DS14282,四物膏,四物膏
6125,强肝片,,强肝片,DS14285,强肝片,强肝片
6126,翁沥通片,翁沥通片,翁沥通片,DS14292,翁沥通片,翁沥通片
6127,通心络片,通心络片,通心络片,DS14295,通心络片,通心络片
6128,芪参胶囊,,芪参胶囊,DS14296,芪参胶囊,芪参胶囊
6129,速效心痛滴丸,速效心痛滴丸,速效心痛滴丸,DS14298,速效心痛滴丸,速效心痛滴丸
6130,一捻金胶囊,,一捻金胶囊,DS14304,一捻金胶囊,一捻金胶囊
6131,通便宁片,通便宁片,通便宁片,DS14310,通便宁片,通便宁片
6132,双丹片,双丹片,双丹片,DS14316,双丹片,双丹片
6133,重感灵胶囊,重感灵胶囊,重感灵胶囊,DS14325,重感灵胶囊,重感灵胶囊
6134,六合定中丸,六合定中丸,六合定中丸,DS14326,六合定中丸,六合定中丸
6135,清热解毒注射液,,清热解毒注射液,DS14337,清热解毒注射液,清热解毒注射液
6136,银黄丸,,银黄丸,DS14339,银黄丸,银黄丸
6137,澳泰乐片,,澳泰乐片,DS14340,澳泰乐片,澳泰乐片
6138,温胃舒颗粒,温胃舒颗粒,温胃舒颗粒,DS14351,温胃舒颗粒,温胃舒颗粒
6139,橘红痰咳液,橘红痰咳液,橘红痰咳液,DS14352,橘红痰咳液,橘红痰咳液
6140,抗骨增生片,抗骨增生片,抗骨增生片,DS14366,抗骨增生片,抗骨增生片
6141,杏灵颗粒,,杏灵颗粒,DS12767,杏灵颗粒,杏灵颗粒
6142,血脉通胶囊,,血脉通胶囊,DS12769,血脉通胶囊,血脉通胶囊
6143,愈风宁心软胶囊,,愈风宁心软胶囊,DS12775,愈风宁心软胶囊,愈风宁心软胶囊
6144,脑塞通丸,,脑塞通丸,DS12781,脑塞通丸,脑塞通丸
6145,消癥丸,,消癥丸,DS12787,消癥丸,消癥丸
6146,九味益脑颗粒,九味益脑颗粒,九味益脑颗粒,DS12796,九味益脑颗粒,九味益脑颗粒
6147,神香苏合丸,,神香苏合丸,DS12814,神香苏合丸,神香苏合丸
6148,十四味疏肝胶囊,十四味疏肝胶囊,十四味疏肝胶囊,DS12837,十四味疏肝胶囊,十四味疏肝胶囊
6149,止咳定喘片,,止咳定喘片,DS16977,止咳定喘片,止咳定喘片
6150,止嗽咳喘宁糖浆,止嗽咳喘宁糖浆,止嗽咳喘宁糖浆,DS16982,止嗽咳喘宁糖浆,止嗽咳喘宁糖浆
6151,阴虚胃痛颗粒,,阴虚胃痛颗粒,DS17017,阴虚胃痛颗粒,阴虚胃痛颗粒
6152,芪蛭降糖片,芪蛭降糖片,芪蛭降糖片,DS17020,芪蛭降糖片,芪蛭降糖片
6153,正清风痛宁胶囊,,正清风痛宁胶囊,DS17026,正清风痛宁胶囊,正清风痛宁胶囊
6154,参龙宁心胶囊,,参龙宁心胶囊,DS19119,参龙宁心胶囊,参龙宁心胶囊
6155,参鹿补膏,,参鹿补膏,DS17261,参鹿补膏,参鹿补膏
6156,参鹿膏,,参鹿膏,DS17265,参鹿膏,参鹿膏
6158,复方维生素B12软膏,郁海香,复方维生素B12,DS21041,复方维生素B12软膏,复方维生素B12软膏
6160,独活止痛搽剂,都活舒,独活止痛搽剂,DS16514,独活止痛搽剂,独活止痛搽剂
6161,独一味咀嚼片,,独一味咀嚼片,DS16168,独一味咀嚼片,独一味咀嚼片
6162,莪树油,宏利,莪树油,DS14431,莪树油,莪树油
6163,儿感退热宁颗粒,杏林白马,儿感退热宁颗粒,DS18976,儿感退热宁颗粒,儿感退热宁颗粒
6164,儿童清肺丸,儿童清肺丸,儿童清肺丸,DS15852,儿童清肺丸,儿童清肺丸
6165,耳聋片,天洋制药,耳聋片,DS16096,耳聋片,耳聋片
6166,耳聋丸,景忠山,耳聋丸,DS17525,耳聋丸,耳聋丸
6167,风湿塞隆胶囊,金诃藏药,风湿塞隆胶囊,DS13522,风湿塞隆胶囊,风湿塞隆胶囊
6168,风湿痛药酒,风湿痛药酒,风湿痛药酒,DS13935,风湿痛药酒,风湿痛药酒
6169,妇科万应膏,玉皇,妇科万应膏,DS15622,妇科万应膏,妇科万应膏
6170,感冒康片,仁仁,感冒康片,DS17121,感冒康片,感冒康片
6171,救必应胃痛胶囊,,救必应胃痛胶囊,DS12312,救必应胃痛胶囊,救必应胃痛胶囊
6172,感冒止咳胶囊,新天,感冒止咳胶囊,DS16760,感冒止咳胶囊,感冒止咳胶囊
6173,葛蒡合剂,桐君阁,葛蒡合剂,DS18363,葛蒡合剂,葛蒡合剂
6174,海甘胃片,,海甘胃片,DS12288,海甘胃片,海甘胃片
6175,固精麦斯哈胶囊,君吒药业,固精麦斯哈胶囊,DS17137,固精麦斯哈胶囊,固精麦斯哈胶囊
6176,固精养元合剂,辉南天宇药业,固精养元合剂,DS17773,固精养元合剂,固精养元合剂
6177,关节镇痛巴布膏,雷允上,关节镇痛巴布膏,DS14364,关节镇痛巴布膏,关节镇痛巴布膏
6178,冠心七味滴丸,科伦药业,冠心七味滴丸,DS12715,冠心七味滴丸,冠心七味滴丸
6179,广东凉茶,恒诚制药,广东凉茶,DS17397,广东凉茶,广东凉茶
6180,归圆口服液,南洋,归圆口服液,DS14601,归圆口服液,归圆口服液
6181,桂灵胶囊,天施康,桂灵胶囊,DS16901,桂灵胶囊,桂灵胶囊
6182,和胃平肝丸,九郡药业,和胃平肝丸,DS12292,和胃平肝丸,和胃平肝丸
6183,鸿茅药酒,鸿茅,鸿茅药酒,DS13528,鸿茅药酒,鸿茅药酒
6184,喉康散,葛仙翁,喉康散,DS13444,喉康散,喉康散
6185,喉舒口含片,盘龙云海药业,喉舒口含片,DS13445,喉舒口含片,喉舒口含片
6186,琥珀抱龙胶囊,太极,琥珀抱龙胶囊,DS12480,琥珀抱龙胶囊,琥珀抱龙胶囊
6187,护心胶囊,长白山制药,护心胶囊,DS12809,护心胶囊,护心胶囊
6188,硫糖铝分散片,卫迪,硫糖铝,DS115,硫糖铝分散片,硫糖铝分散片
6189,活络酊,星群药业,活络酊,DS19840,活络酊,活络酊
6190,解心痛片,厚普,解心痛片,DS12723,解心痛片,解心痛片
6191,解郁安神颗粒,神草神草,解郁安神颗粒,DS19244,解郁安神颗粒,解郁安神颗粒
6192,金菊五花茶颗粒,罗浮山国药,金菊五花茶颗粒,DS17993,金菊五花茶颗粒,金菊五花茶颗粒
6193,止嗽青果口服液,止嗽青果口服液,止嗽青果口服液,DS18450,止嗽青果口服液,止嗽青果口服液
6194,至圣保元丸,至圣保元丸,至圣保元丸,DS18452,至圣保元丸,至圣保元丸
6195,竹沥胶囊,,竹沥胶囊,DS18455,竹沥胶囊,竹沥胶囊
6196,竹沥颗粒,,竹沥颗粒,DS18456,竹沥颗粒,竹沥颗粒
6197,冻可消搽剂,南通百益,冻可消搽剂,DS19668,冻可消搽剂,冻可消搽剂
6198,独活寄生丸,华康,独活寄生丸,DS13073,独活寄生丸,独活寄生丸
6199,儿泻康贴膜,儿泻康贴膜,儿泻康贴膜,DS17627,儿泻康贴膜,儿泻康贴膜
6200,二母安嗽片,隆顺榕,二母安嗽片,DS17823,二母安嗽片,二母安嗽片
6201,二十五味余甘子丸,金珠雅砻,二十五味余甘子丸,DS19429,二十五味余甘子丸,二十五味余甘子丸
6202,飞龙夺命丸,飞龙夺命丸,飞龙夺命丸,DS15562,飞龙夺命丸,飞龙夺命丸
6203,肥儿滴丸,,肥儿滴丸,DS19022,肥儿滴丸,肥儿滴丸
6204,风寒咳嗽颗粒,万岁,风寒咳嗽颗粒,DS16823,风寒咳嗽颗粒,风寒咳嗽颗粒
6205,风湿宁药酒,健民制药,风湿宁药酒,DS13934,风湿宁药酒,风湿宁药酒
6206,蜂胶牙痛酊,皖南,蜂胶牙痛酊,DS16133,蜂胶牙痛酊,蜂胶牙痛酊
6207,卤米松乳膏,,卤米松,DS21966,卤米松乳膏,卤米松乳膏
6208,喉痛消炎丸,健民大鹏,喉痛消炎丸,DS13453,喉痛消炎丸,喉痛消炎丸
6209,乌枣健脑安神片,,乌枣健脑安神片,DS19221,乌枣健脑安神片,乌枣健脑安神片
6210,滑膜炎片,金恺威,滑膜炎片,DS19838,滑膜炎片,滑膜炎片
6211,黄荆油胶丸,方略,黄荆油胶丸,DS16909,黄荆油胶丸,黄荆油胶丸
6212,黄芪生脉颗粒,新光药业 ,黄芪生脉颗粒,DS12023,黄芪生脉颗粒,黄芪生脉颗粒
6213,活络通口服液,太阳神,活络通口服液,DS18804,活络通口服液,活络通口服液
6214,解暑片,和黄药业,解暑片,DS17400,解暑片,解暑片
6215,荆菊感冒片,桂龙药业,荆菊感冒片,DS17126,荆菊感冒片,荆菊感冒片
6216,通淋胶囊,,通淋胶囊,DS12907,通淋胶囊,通淋胶囊
6217,血康胶囊,,血康胶囊,DS12788,血康胶囊,血康胶囊
6218,救急行军散,时代,救急行军散,DS17403,救急行军散,救急行军散
6219,救惊散,天益堂,救惊散,DS17478,救惊散,救惊散
6220,桔贝合剂,厚普,桔贝合剂,DS17013,桔贝合剂,桔贝合剂
6221,桔贝止咳祛痰片,利君,桔贝止咳祛痰片,DS16057,桔贝止咳祛痰片,桔贝止咳祛痰片
6222,咳痰清糖浆,星群药业,咳痰清糖浆,DS17878,咳痰清糖浆,咳痰清糖浆
6223,克感额日敦片,天奇 ,克感额日敦片,DS18506,克感额日敦片,克感额日敦片
6224,扫日劳清肺止咳胶囊,,扫日劳清肺止咳胶囊,DS17918,扫日劳清肺止咳胶囊,扫日劳清肺止咳胶囊
6225,克泻敏丸,远大药业,克泻敏丸,DS16849,克泻敏丸,克泻敏丸
6226,苦胆片,一正药业,苦胆片,DS15005,苦胆片,苦胆片
6227,快胃片,国风,快胃片,DS18186,快胃片,快胃片
6228,溃疡片,胜利药业,溃疡片,DS18010,溃疡片,溃疡片
6229,坤净栓,敖东,坤净栓,DS14811,坤净栓,坤净栓
6230,莱阳梨膏,泰谊制药,莱阳梨膏,DS17879,莱阳梨膏,莱阳梨膏
6231,阑尾灵颗粒,君寿,阑尾灵颗粒,DS15584,阑尾灵颗粒,阑尾灵颗粒
6232,理气定喘丸,同仁堂 ,理气定喘丸,DS16929,理气定喘丸,理气定喘丸
6233,理气暖胃颗粒,汇仁,理气暖胃颗粒,DS11958,理气暖胃颗粒,理气暖胃颗粒
6234,利口清含漱液,宝芝林,利口清含漱液,DS15451,利口清含漱液,利口清含漱液
6235,痢特敏胶囊,乌苏里江制药,痢特敏胶囊,DS18013,痢特敏胶囊,痢特敏胶囊
6236,莲芪胶囊,天灵 ,莲芪胶囊,DS15275,莲芪胶囊,莲芪胶囊
6237,消渴康颗粒,消渴康颗粒,消渴康颗粒,DS18207,消渴康颗粒,消渴康颗粒
6238,保儿宁颗粒,保儿宁颗粒,保儿宁颗粒,DS13238,保儿宁颗粒,保儿宁颗粒
6239,保胎无忧片,通大,保胎无忧片,DS14566,保胎无忧片,保胎无忧片
6240,保心包,,保心包,DS11850,保心包,保心包
6241,甲硝唑口含片,舒瑞特,甲硝唑,DS1216,甲硝唑口含片,甲硝唑口含片
6242,冰石愈伤软膏,,冰石愈伤软膏,DS15554,冰石愈伤软膏,冰石愈伤软膏
6243,补气口服液,,补气口服液,DS18990,补气口服液,补气口服液
6244,健脾理肠片,健脾理肠片,健脾理肠片,DS19053,健脾理肠片,健脾理肠片
6245,健胃愈疡颗粒,健胃愈疡颗粒,健胃愈疡颗粒,DS14317,健胃愈疡颗粒,健胃愈疡颗粒
6246,疏肝益阳胶囊,疏肝益阳胶囊,疏肝益阳胶囊,DS12841,疏肝益阳胶囊,疏肝益阳胶囊
6247,养肝口服液,,养肝口服液,DS12846,养肝口服液,养肝口服液
6248,尿清舒颗粒,尿清舒颗粒,尿清舒颗粒,DS12870,尿清舒颗粒,尿清舒颗粒
6249,蚕蛾公补片,,蚕蛾公补片,DS17204,蚕蛾公补片,蚕蛾公补片
6250,维生素C钙胶囊,维生素C钙胶囊,维生素C钙,DS20803,维生素C钙胶囊,维生素C钙胶囊
6251,产妇康洗液,,产妇康洗液,DS14571,产妇康洗液,产妇康洗液
6252,肺泰胶囊,天康药业,肺泰胶囊,DS17833,肺泰胶囊,肺泰胶囊
6253,桂蒲肾清胶囊,君吒药业,桂蒲肾清胶囊,DS13608,桂蒲肾清胶囊,桂蒲肾清胶囊
