,ID,PRODUCT_NAME,TRAD_NAME,CHINESE_PATENT_MEDICINE,SMALL_GENERIC_ID,LABEL_FORM_CODE,ACTUAL_FORM_CODE,DRUG_RULE_TYPE,CHRONIC_DRUG,TERM_ID,UPDATE_TIME,UPDATE_BY,DRUG_CODE,SPEC,PACK_SPEC,DOSAGE_UNIT,MIN_UNIT,MAX_UNIT,DOSAGE_UNIT_MIN_SCALE,MIN_UNIT_MAX_SCALE,SPEC_UNIT_MAX_SCALE,EXCEL_CODE,ACTUAL_FORM_NAME,IS_SUBMIT,IS_ENABLE,DRUG_TYPE,CREATE_TIME,STANDARD,PACK,DOSE_VERIFICATION,IS_PUBLISH,SF_FZYY,BIG_GENERIC_CODE,DISPOSED_PRODUCT_NAME,PY
8917,8918,DR84976,硫酸四氢帕马丁注射液,硫酸四氢帕马丁注射液,0,DS23552,19,1902,0,0,2018/3/6,15:04,zhengbingwei,167295,注射液,1,1,SI834,1,0,硫酸四氢帕马丁注射液,liusuansiqingpamadingzhusheye,,,,,,,,,,,,,
8918,8919,DR84993,硫酸小诺霉素注射液,0,DS23553,19,1902,0,0,2018/3/6,16:42,zhengbingwei,145191,注射液,1,1,SI952,1,0,硫酸小诺霉素注射液,liusuanxiaonuomeisuzhusheye,,,,,,,,,,,,,,
8919,8920,DR85005,硫酸亚铁糖浆,0,DS21846,3,314,0,0,2015/6/26,13:34,gulingling,218589,糖浆剂,1,1,SI459,1,0,硫酸亚铁糖浆,liusuanyatietangjiang,,,,,,,,,,,,,,
8920,8921,DR85027,柳胺酚胶囊,0,DS21845,1,102,0,0,2015/7/10,13:46,gutingting,232743,硬胶囊,1,1,SI383,1,0,柳胺酚胶囊,liuanfenjiaonang,,,,,,,,,,,,,,
8921,8922,DR85040,六维胶丸,0,DS21837,1,103,0,0,2015/4/7,15:14,gutingting,190368,软胶囊,1,1,SI421,1,0,六维胶丸,liuweijiaowan,,,,,,,,,,,,,,
8922,8923,DR85096,铝碳酸镁颗粒,0,DS794,5,501,0,0,2015/7/15,9:25,gutingting,170326,颗粒剂,1,1,SI360,1,0,铝碳酸镁颗粒,lu:tansuanmeikeli,,,,,,,,,,,,,,
8923,8924,DR85163,氯诺昔康分散片,0,DS1176,1,10106,0,0,2015/7/2,11:30,gulingling,206358,分散片,1,1,SI791,1,0,氯诺昔康分散片,lu:nuoxikangfensanpian,,,,,,,,,,,,,,
8924,8925,DR85177,氯唑沙宗胶囊,0,DS21685,1,102,0,0,2015/7/2,13:37,gulingling,232287,硬胶囊,1,1,SI808,1,0,氯唑沙宗胶囊,lu:zuoshazongjiaonang,,,,,,,,,,,,,,
8925,8926,DR85194,马来酸氯苯那敏缓释胶囊,0,DS21679,2,204,0,0,2017/3/15,8:36,gusuli,缓释胶囊,1,1,1,0,马来酸氯苯那敏缓释胶囊,malaisuanlu:benneiminhuanshijiaonang,,,,,,,,,,,,,,,,
8926,8927,DR85215,马来酸依那普利叶酸片,0,DS21660,1,101,0,1,2015/8/10,15:02,gutingting,258426,片剂,1,1,SI544,1,0,马来酸依那普利叶酸片,malaisuanyineipuliyesuanpian,,,,,,,,,,,,,,
8927,8928,DR85229,吗氯贝胺片,0,DS21641,1,101,0,0,2015/4/22,13:21,gulingling,2264,片剂,1,1,SI875,1,0,吗氯贝胺片,malu:beianpian,,,,,,,,,,,,,,
8928,8929,DR85274,美雄酮片,0,DS21586,1,101,0,0,2015/4/7,10:50,gutingting,169163,片剂,1,1,SI442,1,0,美雄酮片,meixiongtongpian,,,,,,,,,,,,,,
8929,8930,DR85277,美愈伪麻口服溶液,交泰,0,DS21585,3,301,0,0,2015/4/7,10:31,gutingting,166286,口服溶液剂,1,1,SI941,1,0,美愈伪麻口服溶液,meiyuweimakoufurongye,,,,,,,,,,,,,
8930,8931,DR85294,门冬酰胺片,0,DS21565,1,101,0,0,2015/4/7,10:22,gutingting,144877,片剂,1,1,SI628,1,0,门冬酰胺片,mendongxiananpian,,,,,,,,,,,,,,
8931,8932,DR85321,米力农葡萄糖注射液,0,DS21541,19,1902,0,0,2017/3/15,11:33,gusuli,注射液,1,1,SI488,1,0,米力农葡萄糖注射液,milinongputaotangzhusheye,,,,,,,,,,,,,,,
8932,8933,DR85343,木瓜酶肠溶片,0,DS21513,1,10101,0,0,2015/4/3,13:27,gutingting,148370,肠溶片,1,1,SI935,1,0,木瓜酶肠溶片,muguameichangrongpian,,,,,,,,,,,,,,
8933,8934,DR96517,强身健脑胶囊,1,DS19212,1,102,0,0,2015/3/31,15:32,gutingting,195670,1,1,SI8533,1,0,强身健脑胶囊,qiangshenjiannaojiaonang,,,,,,,,,,,,,,,
8934,8935,DR96519,神衰康胶囊,1,DS19214,1,102,0,0,2015/4/2,15:50,gulingling,123544,1,1,SI8533,1,0,神衰康胶囊,shenshuaikangjiaonang,,,,,,,,,,,,,,,
8935,8936,DR96521,十七味填精胶囊,1,DS19216,1,102,0,0,2015/4/1,16:40,gulingling,226578,1,1,SI8533,1,0,十七味填精胶囊,shiqiweitianjingjiaonang,,,,,,,,,,,,,,,
8936,8937,DR96530,洋参龟灵口服液,1,DS19225,3,306,0,0,2017/3/15,14:12,gusuli,1,1,SI8533,1,0,洋参龟灵口服液,yangcanguilingkoufuye,,,,,,,,,,,,,,,,
8937,8938,DR96537,壮肾安神片,1,DS19232,1,101,0,0,2014/12/10,14:03,gulingling,132923,1,1,SI8533,1,0,壮肾安神片,zhuangshenanshenpian,,,,,,,,,,,,,,,
8938,8939,DR96538,壮阳春口服液,1,DS19233,3,306,0,0,2014/12/10,13:28,gulingling,116756,1,1,SI8533,1,0,壮阳春口服液,zhuangyangchunkoufuye,,,,,,,,,,,,,,,
8939,8940,DR96541,滋肾宁神丸,1,DS19236,4,401,0,0,2015/2/10,20:20,gutingting,223191,1,1,SI8533,1,0,滋肾宁神丸,zishenningshenwan,,,,,,,,,,,,,,,
8940,8941,DR96552,缬草提取物胶囊,1,DS19250,1,102,0,0,2015/2/9,10:12,gutingting,259324,1,1,SI8532,1,0,缬草提取物胶囊,xiecaotiquwujiaonang,,,,,,,,,,,,,,,
8941,8942,DR96556,珍凤口服液,1,DS19254,3,306,0,0,2015/1/12,16:25,gutingting,146018,1,1,SI8532,1,0,珍凤口服液,zhenfengkoufuye,,,,,,,,,,,,,,,
8942,8943,DR96560,珍珠末,1,DS19258,6,603,0,0,2015/11/9,9:36,gutingting,144649,1,1,SI8532,1,0,珍珠末,zhenzhumo,,,,,,,,,,,,,,,
8943,8944,DR96563,桑椹颗粒,1,DS19264,5,501,0,0,2015/7/13,14:02,gulingling,77466,1,1,SI8520,1,0,桑椹颗粒,sangshenkeli,,,,,,,,,,,,,,,
8944,8945,DR96569,天杞补肾胶囊,1,DS19270,1,102,0,0,2015/8/5,14:47,gulingling,204198,1,1,SI8520,1,0,天杞补肾胶囊,tianqibushenjiaonang,,,,,,,,,,,,,,,
8945,8946,DR96576,状元深海龙酒,1,DS19278,34,3401,0,0,2014/12/10,14:45,gulingling,258038,1,1,SI8520,1,0,状元深海龙酒,zhuangyuanshenhailongjiu,,,,,,,,,,,,,,,
8946,8947,DR96577,滋补参茸丸,1,DS19279,4,401,0,0,2015/2/11,13:21,gutingting,252178,1,1,SI8520,1,0,滋补参茸丸,zibucanrongwan,,,,,,,,,,,,,,,
8947,8948,DR96586,天贝百合丸,1,DS19288,4,401,0,0,2015/4/2,16:12,gulingling,238792,1,1,SI8521,1,0,天贝百合丸,tianbeibaihewan,,,,,,,,,,,,,,,
8948,8949,DR96590,生血片,1,DS19292,1,101,0,0,2015/3/26,10:54,gutingting,158089,1,1,SI8526,1,0,生血片,shengxuepian,,,,,,,,,,,,,,,
8949,8950,DR96598,强筋健骨片,1,DS19609,1,101,0,0,2017/3/15,13:54,gusuli,271204,1,1,SI8595,1,0,强筋健骨片,qiangjinjiangupian,,,,,,,,,,,,,,,
8950,8951,DR96604,麝香壮骨巴布膏,1,DS19615,9,905,0,0,2015/2/3,15:43,gutingting,203931,1,1,SI8595,1,0,麝香壮骨巴布膏,shexiangzhuanggubabugao,,,,,,,,,,,,,,,
8951,8952,DR96605,麝香壮骨膏,1,DS19616,9,902,0,0,2015/2/3,15:18,gutingting,145449,1,1,SI8595,1,0,麝香壮骨膏,shexiangzhuanggugao,,,,,,,,,,,,,,,
8952,8953,DR96606,肾骨胶囊,1,DS19617,1,102,0,0,2017/6/26,13:11,gusuli,151823,1,1,SI8595,1,0,肾骨胶囊,shengujiaonang,,,,,,,,,,,,,,,
8953,8954,DR96608,肾骨颗粒,1,DS19619,5,501,0,0,2015/7/25,12:31,gulingling,9364,1,1,SI8595,1,0,肾骨颗粒,shengukeli,,,,,,,,,,,,,,,
8954,8955,DR96610,肾骨散,1,DS19621,6,601,0,0,2015/7/25,12:56,gulingling,146718,1,1,SI8595,1,0,肾骨散,shengusan,,,,,,,,,,,,,,,
8955,8956,DR96617,正骨膏,1,DS19629,9,902,0,0,2015/1/30,11:18,gutingting,220678,1,1,SI8595,1,0,正骨膏,zhenggugao,,,,,,,,,,,,,,,
8956,8957,DR96619,壮骨丸,1,DS19631,4,401,0,0,2014/12/10,9:29,gulingling,131184,1,1,SI8595,1,0,壮骨丸,zhuangguwan,,,,,,,,,,,,,,,
8957,8958,DR96620,壮骨止痛胶囊,壮骨止痛胶囊,1,DS19632,1,102,0,0,2014/12/9,13:12,gutingting,184805,1,1,SI8595,1,0,壮骨止痛胶囊,zhuangguzhitongjiaonang,,,,,,,,,,,,,,
8958,8959,DR96745,生肌愈皮膏,1,DS19775,8,801,0,0,2015/3/26,13:34,gutingting,149102,1,1,SI8596,1,0,生肌愈皮膏,shengjiyupigao,,,,,,,,,,,,,,,
8959,8960,DR96747,舒肤止痒酊,舒肤止痒酊,1,DS19777,10,1007,0,0,2014/12/11,15:12,gutingting,204082,1,1,SI8596,1,0,舒肤止痒酊,shufuzhiyangding,,,,,,,,,,,,,,
8960,8961,DR96752,四圣散,四圣散,1,DS19782,7,701,0,0,2014/11/7,10:10,gutingting,250722,1,1,SI8596,1,0,四圣散,sishengsan,,,,,,,,,,,,,,
8961,8962,DR96758,顽癣净,1,DS19788,10,1001,0,0,2015/8/10,13:57,gulingling,110638,1,1,SI8596,1,0,顽癣净,wanxuanjing,,,,,,,,,,,,,,,
8962,8963,DR96762,五妙水仙膏,1,DS19792,8,801,0,0,2015/7/30,13:12,gulingling,204487,1,1,SI8596,1,0,五妙水仙膏,wumiaoshuixiangao,,,,,,,,,,,,,,,
8963,8964,DR96763,五味甘露药浴颗粒,1,DS19793,5,501,0,0,2015/7/30,13:14,gulingling,227430,1,1,SI8596,1,0,五味甘露药浴颗粒,wuweiganluyaoyukeli,,,,,,,,,,,,,,,
8964,8965,DR96769,消肿止痒搽剂,1,DS19799,10,1006,0,0,2017/3/15,13:15,gusuli,271134,1,1,SI8596,1,0,消肿止痒搽剂,xiaozhongzhiyangchaji,,,,,,,,,,,,,,,
8965,8966,DR96771,新肤螨灵软膏,1,DS19801,8,801,0,0,2015/2/26,10:27,gulingling,241840,1,1,SI8596,1,0,新肤螨灵软膏,xinfumanlingruangao,,,,,,,,,,,,,,,
8966,8967,DR96773,癣药膏,1,DS19803,8,801,0,0,2015/3/9,14:26,gutingting,231110,1,1,SI8596,1,0,癣药膏,xuanyaogao,,,,,,,,,,,,,,,
8967,8968,DR96777,药制龟苓膏,药制龟苓膏,1,DS19807,31,3101,0,0,2014/12/18,13:15,gutingting,192197,1,1,SI8596,1,0,药制龟苓膏,yaozhiguilinggao,,,,,,,,,,,,,,
8968,8969,DR96781,银屑胶囊,1,DS19811,1,102,0,0,2015/2/15,13:18,gutingting,227884,1,1,SI8596,1,0,银屑胶囊,yinxiejiaonang,,,,,,,,,,,,,,,
8969,8970,DR88305,对乙酰氨基酚维生素C片,0,DS20442,1,101,0,0,2015/7/30,14:21,gutingting,208903,片剂,1,1,SI833,1,0,对乙酰氨基酚维生素c片,duiyixiananjifenweishengsucpian,,,,,,,,,,,,,,
8970,8971,DR88331,多维铁口服溶液,0,DS20456,3,301,0,0,2015/11/6,10:59,gutingting,218732,口服溶液剂,1,1,SI462,1,0,多维铁口服溶液,duoweitiekoufurongye,,,,,,,,,,,,,,
8971,8972,DR88373,二氮嗪注射液,0,DS20479,19,1902,0,0,2015/7/6,13:14,gutingting,98,注射液,1,1,SI500,1,0,二氮嗪注射液,erdanqinzhusheye,,,,,,,,,,,,,,
8972,8973,DR88384,二甲双胍格列本脲片,0,DS20481,1,101,0,1,2015/8/6,13:11,gutingting,243177,片剂,1,1,SI414,1,0,二甲双胍格列本脲片,erjiashuangguageliebenniaopian,,,,,,,,,,,,,,
8973,8974,DR88400,二巯丙磺钠注射液,0,DS20488,19,1902,0,0,2015/7/17,10:09,gutingting,169446,注射液,1,1,SI981,1,0,二巯丙磺钠注射液,erqiubinghuangnazhusheye,,,,,,,,,,,,,,
8974,8975,DR88415,吲哚美辛沙丁胺醇栓,0,DS20111,14,1402,0,0,2015/1/22,13:45,gutingting,162439,栓剂,1,1,1,0,吲哚美辛沙丁胺醇栓,yinduomeixinshadinganchunshuan,,,,,,,,,,,,,,,
8975,8976,DR88443,右旋糖酐铁颗粒,0,DS1910,5,501,0,0,2015/4/14,10:05,gutingting,206682,颗粒剂,1,1,SI460,1,0,右旋糖酐铁颗粒,youxuantanggantiekeli,,,,,,,,,,,,,,
8976,8977,DR88479,愈美胶囊(Ⅰ),0,DS20059,1,102,0,0,2017/4/6,13:09,gusuli,271046,硬胶囊,1,1,SI940,1,0,愈美胶囊(1),yumeijiaonang(1),,,,,,,,,,,,,,
8977,8978,DR88506,长春胺缓释胶囊,0,DS20025,2,204,0,0,2015/4/8,13:03,gulingling,960,缓释胶囊,1,1,SI987,1,0,长春胺缓释胶囊,zhangchunanhuanshijiaonang,,,,,,,,,,,,,,
8978,8979,DR88542,重组人干扰素α1b注射液,运德素,0,DS2195,19,1902,0,0,2015/4/13,14:46,gutingting,188572,注射液,1,1,SI781,1,0,重组人干扰素α1b注射液,,,,,,,,,,,,,,
8979,8980,DR87044,甲氧沙林溶液,甲氧沙林溶液,0,DS21558,10,1001,0,0,2014/10/8,9:55,yangruier,210505,外用溶液剂,1,1,SI573,1,0,甲氧沙林溶液,jiayangshalinrongye,,,,,,,,,,,,,
8980,8981,DR87063,二乙酰氨乙酸乙二胺注射液,0,DS1913,19,1902,0,0,2015/6/3,14:12,gutingting,157142,注射液,1,1,SI458,1,0,二乙酰氨乙酸乙二胺注射液,eryixiananyisuanyieranzhusheye,,,,,,,,,,,,,,
8981,8982,DR87076,法莫替丁散,0,DS1194,6,601,0,0,2015/6/3,15:14,gutingting,220354,散剂,1,1,1,0,法莫替丁散,famotidingsan,,,,,,,,,,,,,,,
8982,8983,DR87087,泛影葡胺注射液,0,DS20528,19,1902,0,0,2017/5/3,14:33,liuyan,269894,注射液,1,1,SI1006,1,0,泛影葡胺注射液,fanyingpuanzhusheye,,,,,,,,,,,,,,
8983,8984,DR87113,芬布芬片,0,DS20558,1,101,0,0,2015/6/26,13:21,gutingting,151297,片剂,1,1,SI792,1,0,芬布芬片,fenbufenpian,,,,,,,,,,,,,,
8984,8985,DR87151,呋喃妥因栓,0,DS2615,14,1402,0,0,2016/10/31,9:29,liuyan,261678,栓剂,1,1,1,0,呋喃妥因栓,funantuoyinshuan,,,,,,,,,,,,,,,
8985,8986,DR87193,氟罗沙星分散片,0,DS2214,1,10106,2,0,2015/6/29,9:56,gutingting,218700,分散片,1,1,SI697,1,0,氟罗沙星分散片,fuluoshaxingfensanpian,,,,,,,,,,,,,,
8986,8987,DR87267,复方氨基酸胶囊(9-5),0,DS1704,1,102,0,0,2017/12/29,15:36,zhengbingwei,111703,硬胶囊,1,1,SI1000,1,0,复方氨基酸胶囊(9-5),fufanganjisuanjiaonang(9-5),,,,,,,,,,,,,,
8987,8988,DR87284,复方氨基酸注射液(18AA-Ⅳ),0,DS20654,19,1902,0,0,2015/6/29,10:44,gutingting,235523,注射液,1,1,SI468,1,0,复方氨基酸注射液(18aa-4),fufanganjisuanzhusheye(18aa-4),,,,,,,,,,,,,,
8988,8989,DR87323,复方苯佐卡因凝胶,0,DS20688,12,1202,0,0,2015/4/16,9:31,gulingling,116204,凝胶剂,1,1,SI569,1,0,复方苯佐卡因凝胶,fufangbenzuokayinningjiao,,,,,,,,,,,,,,
8989,8990,DR87339,复方茶碱麻黄碱片,0,DS20696,1,101,0,0,2015/4/16,9:50,gulingling,144743,片剂,1,1,SI932,1,0,复方茶碱麻黄碱片,fufangchajianmahuangjianpian,,,,,,,,,,,,,,
8990,8991,DR87409,阿克他利片,0,DS19980,1,101,0,0,2015/3/2,14:13,gulingling,76272,片剂,1,1,SI795,1,0,阿克他利片,aketalipian,,,,,,,,,,,,,,
8991,8992,DR87455,阿尼西坦颗粒,阿尼西坦颗粒,0,DS20003,5,501,0,0,2016/10/31,16:31,liuyan,239647,颗粒剂,1,1,SI883,1,0,阿尼西坦颗粒,anixitankeli,,,,,,,,,,,,,
8992,8993,DR87477,阿司可咖胶囊,0,DS21882,1,102,0,0,2015/3/3,10:17,gulingling,130143,硬胶囊,1,1,SI831,1,0,阿司可咖胶囊,asikekajiaonang,,,,,,,,,,,,,,
8993,8994,DR87496,阿司匹林维生素C分散片,阿佳希,0,DS20022,1,10106,0,0,2015/7/30,10:31,gutingting,155830,分散片,1,1,SI831,1,0,阿司匹林维生素c分散片,asipilinweishengsucfensanpian,,,,,,,,,,,,,
8994,8995,DR87557,桉氨溶液,0,DS20043,10,1001,0,0,2015/2/6,10:01,gutingting,201066,酊剂,1,1,1,0,桉氨溶液,ananrongye,,,,,,,,,,,,,,,
8995,8996,DR87585,氨非咖片,0,DS20060,1,101,1,0,2015/6/29,14:34,gutingting,189660,片剂,1,1,SI833,1,0,氨非咖片,anfeikapian,,,,,,,,,,,,,,
8996,8997,DR87596,氨酚拉明片,泰诺安,0,DS20068,1,101,0,0,2015/5/18,10:15,gutingting,213871,片剂,1,1,SI833,1,0,氨酚拉明片,anfenlamingpian,,,,,,,,,,,,,
8997,8998,DR87630,氨酚伪麻那敏咀嚼片,凡诺,0,DS162,1,10109,0,0,2016/12/15,15:25,liuyan,120989,咀嚼片,1,1,SI833,1,0,氨酚伪麻那敏咀嚼片,anfenweimaneiminjujiaopian,,,,,,,,,,,,,
8998,8999,DR87669,氨来呫诺口腔贴片,0,DS20122,1,107,0,0,2017/3/15,13:13,gusuli,270969,贴剂,1,1,SI356,1,0,氨来呫诺口腔贴片,anlaizhannuokouqiangtiepian,,,,,,,,,,,,,,
8999,9000,DR87740,巴柳氮钠片,0,DS20148,1,101,0,0,2015/4/7,14:35,gulingling,146557,片剂,1,1,SI399,1,1,0,巴柳氮钠片,baliudannapian,,,,,,,,,,,,,
9000,9001,DR87766,薄荷桉油含片(Ⅰ),0,DS20157,1,10108,0,0,2015/7/12,14:18,gulingling,147075,含片,1,1,SI919,1,0,薄荷桉油含片(1),boheanyouhanpian(1),,,,,,,,,,,,,,
9001,9002,DR87785,倍他胡萝卜素胶囊,贝西迪,0,DS22796,1,102,0,0,2015/7/3,9:13,gutingting,204709,硬胶囊,1,1,SI422,1,0,倍他胡萝卜素胶囊,beitahuluobusujiaonang,,,,,,,,,,,,,
9002,9003,DR87812,苯甲酸苄酯搽剂,0,DS20177,10,1006,0,0,2015/6/29,13:18,gulingling,91558,搽剂,1,1,SI614,1,0,苯甲酸苄酯搽剂,benjiasuanbianzhichaji,,,,,,,,,,,,,,
9003,9004,DR87852,吡拉西坦口服液,0,DS534,3,306,0,0,2015/2/10,10:47,gutingting,208151,口服液,1,1,1,0,吡拉西坦口服液,bilaxitankoufuye,,,,,,,,,,,,,,,
9004,9005,DR87893,丙谷胺片,0,DS20201,1,101,0,0,2015/6/29,14:37,gulingling,145263,片剂,1,1,SI367,1,1,0,丙谷胺片,bingguanpian,,,,,,,,,,,,,
9005,9006,DR97041,枳陈消食口服液,枳陈消食口服液,1,DS19108,3,306,0,0,2014/12/11,16:13,gutingting,186411,1,1,SI8517,1,0,枳陈消食口服液,zhichenxiaoshikoufuye,,,,,,,,,,,,,,
9006,9007,DR97046,小儿感冒宁合剂,1,DS19121,3,310,0,0,2015/3/13,10:35,gutingting,226390,1,1,SI8489,1,0,小儿感冒宁合剂,xiaoerganmaoningheji,,,,,,,,,,,,,,,
9007,9008,DR97047,肾气归口服液,1,DS19122,3,306,0,0,2015/4/8,13:06,gutingting,248056,1,1,SI8525,1,0,肾气归口服液,shenqiguikoufuye,,,,,,,,,,,,,,,
9008,9009,DR97051,十味龟鹿补肾合剂,1,DS19126,3,310,0,0,2015/4/22,10:06,gulingling,212166,1,1,SI8525,1,0,十味龟鹿补肾合剂,shiweiguilubushenheji,,,,,,,,,,,,,,,
9009,9010,DR97052,舒乐康胶囊,1,DS19127,1,102,0,0,2017/3/15,13:21,gusuli,271463,1,1,SI8525,1,0,舒乐康胶囊,shulekangjiaonang,,,,,,,,,,,,,,,
9010,9011,DR97053,双参补肾口服液,双参补肾口服液,1,DS19128,3,306,0,0,2014/11/13,15:18,gutingting,184916,1,1,SI8525,1,0,双参补肾口服液,shuangcanbushenkoufuye,,,,,,,,,,,,,,
9011,9012,DR97059,温阳益肾口服液,1,DS19134,3,306,0,0,2015/3/12,15:35,gulingling,4989,1,1,SI8525,1,0,温阳益肾口服液,wenyangyishenkoufuye,,,,,,,,,,,,,,,
9012,9013,DR97060,乌鸡桂圆养血口服液,1,DS19135,3,306,0,0,2015/4/8,13:13,gutingting,245051,1,1,SI8525,1,0,乌鸡桂圆养血口服液,wujiguiyuanyangxuekoufuye,,,,,,,,,,,,,,,
9013,9014,DR97061,五子益肾酒,1,DS19136,34,3401,0,0,2015/3/12,15:32,gulingling,130354,1,1,SI8525,1,0,五子益肾酒,wuziyishenjiu,,,,,,,,,,,,,,,
9014,9015,DR97062,西洋参金钱龟合剂,1,DS19137,3,310,0,0,2017/3/15,13:20,gusuli,1,1,SI8525,1,0,西洋参金钱龟合剂,xiyangcanjinqianguiheji,,,,,,,,,,,,,,,,
9015,9016,DR97063,小儿智力糖浆,小儿智力糖浆,1,DS19138,3,314,0,0,2014/12/22,10:20,gutingting,228638,1,1,SI8525,1,0,小儿智力糖浆,xiaoerzhilitangjiang,,,,,,,,,,,,,,
9016,9017,DR97067,延龄长春胶囊,1,DS19142,1,102,0,0,2015/1/12,9:38,gutingting,265183,1,1,SI8525,1,0,延龄长春胶囊,yanlingzhangchunjiaonang,,,,,,,,,,,,,,,
9017,9018,DR97069,阳春胶囊,1,DS19144,1,102,0,0,2015/3/4,10:35,gutingting,189438,1,1,SI8525,1,0,阳春胶囊,yangchunjiaonang,,,,,,,,,,,,,,,
9018,9019,DR95745,明泽胶囊,1,DS14674,1,102,0,1,2015/1/9,9:49,gutingting,194831,1,1,SI8584,1,0,明泽胶囊,mingzejiaonang,,,,,,,,,,,,,,,
9019,9020,DR95746,明珠口服液,1,DS14675,3,306,0,0,2015/1/8,14:26,gutingting,252378,1,1,SI8584,1,0,明珠口服液,mingzhukoufuye,,,,,,,,,,,,,,,
9020,9021,DR95748,杞明胶囊,1,DS14677,1,102,0,0,2015/2/9,9:37,gutingting,238733,1,1,SI8584,1,0,杞明胶囊,qimingjiaonang,,,,,,,,,,,,,,,
9021,9022,DR95749,芍杞颗粒,1,DS14678,5,501,0,0,2015/7/30,10:13,gulingling,96347,1,1,SI8584,1,0,芍杞颗粒,shaoqikeli,,,,,,,,,,,,,,,
9022,9023,DR95751,羊肝明目片,1,DS14680,1,101,0,0,2015/3/4,14:01,gutingting,211442,1,1,SI8584,1,0,羊肝明目片,yangganmingmupian,,,,,,,,,,,,,,,
9023,9024,DR95756,益视口服液,1,DS14685,3,306,0,0,2017/3/15,14:34,gusuli,1,1,SI8584,1,0,益视口服液,yishikoufuye,,,,,,,,,,,,,,,,
9024,9025,DR95763,双解胶囊,双解胶囊,1,DS14692,1,102,0,0,2015/1/23,13:31,gutingting,258089,1,1,SI8490,1,0,双解胶囊,shuangjiejiaonang,,,,,,,,,,,,,,
9025,9026,DR95765,万应茶,1,DS14694,47,4701,0,0,2015/4/2,9:28,gulingling,209997,1,1,SI8490,1,0,万应茶,wanyingcha,,,,,,,,,,,,,,,
9026,9027,DR95771,小儿七珍片,1,DS14703,1,101,0,0,2015/1/12,16:13,gutingting,227426,1,1,SI8490,1,0,小儿七珍片,xiaoerqizhenpian,,,,,,,,,,,,,,,
9027,9028,DR95773,小儿双解止泻颗粒,小儿双解止泻颗粒,1,DS14705,5,501,0,0,2014/11/11,15:34,gutingting,227662,1,1,SI8490,1,0,小儿双解止泻颗粒,xiaoershuangjiezhixiekeli,,,,,,,,,,,,,,
9028,9029,DR95777,羌黄祛痹颗粒,1,DS14709,5,501,0,0,2015/4/1,10:07,gutingting,240668,1,1,SI8559,1,0,羌黄祛痹颗粒,qianghuangqubikeli,,,,,,,,,,,,,,,
9029,9030,DR95781,三乌胶,1,DS14713,49,4901,0,0,2015/4/2,9:34,gulingling,144099,1,1,SI8559,1,0,三乌胶,sanwujiao,,,,,,,,,,,,,,,
9030,9031,DR95783,散寒活络丸,1,DS14715,4,401,0,0,2015/3/11,14:47,gulingling,90791,1,1,SI8559,1,0,散寒活络丸,sanhanhuoluowan,,,,,,,,,,,,,,,
9031,9032,DR95786,舒筋除湿胶囊,1,DS14718,1,102,0,0,2015/3/11,16:46,gulingling,119060,1,1,SI8559,1,0,舒筋除湿胶囊,shujinchushijiaonang,,,,,,,,,,,,,,,
9032,9033,DR95789,双活止痛酊,双活止痛酊,1,DS14721,10,1007,0,0,2014/11/11,16:04,gutingting,149023,1,1,SI8559,1,0,双活止痛酊,shuanghuozhitongding,,,,,,,,,,,,,,
9033,9034,DR95791,四虎散,四虎散,1,DS14723,7,701,0,0,2014/11/6,13:49,gutingting,244487,1,1,SI8559,1,0,四虎散,sihusan,,,,,,,,,,,,,,
9034,9035,DR95792,藤络宁胶囊,1,DS14724,1,102,0,0,2015/11/23,10:16,gutingting,195321,1,1,SI8559,1,0,藤络宁胶囊,tengluoningjiaonang,,,,,,,,,,,,,,,
9035,9036,DR95793,透骨镇风丸,1,DS14725,4,401,0,0,2015/1/29,16:03,gutingting,142259,1,1,SI8559,1,0,透骨镇风丸,touguzhenfengwan,,,,,,,,,,,,,,,
9036,9037,DR95801,药酒丸,1,DS14733,4,401,0,0,2015/3/3,11:01,gutingting,193159,1,1,SI8559,1,0,药酒丸,yaojiuwan,,,,,,,,,,,,,,,
9037,9038,DR95803,野木瓜胶囊,1,DS14735,1,102,0,0,2015/3/3,10:08,gutingting,203586,1,1,SI8559,1,0,野木瓜胶囊,yemuguajiaonang,,,,,,,,,,,,,,,
9038,9039,DR97540,参苓健体粉,富兴飞鸽,1,DS18556,6,603,0,0,2014/10/9,13:35,lujingjing,217063,1,1,SI8518,1,0,参苓健体粉,canlingjiantifen,,,,,,,,,,,,,,
9039,9040,DR97549,参鹿补片,1,DS17262,1,101,0,0,2014/10/9,14:49,lujingjing,136260,1,1,SI8526,1,0,参鹿补片,canlubupian,,,,,,,,,,,,,,,
9040,9041,DR97761,卡介菌纯蛋白衍生物,卡介菌纯蛋白衍生物,0,DS21958,19,1902,0,0,2014/11/18,13:47,zhoubin,2296,1,1,SI739,1,0,卡介菌纯蛋白衍生物,kajiejunchundanbaiyanshengwu,,,,,,,,,,,,,,
9041,9042,DR97764,参茸正阳口服液,1,DS17197,3,306,0,0,2014/10/13,10:00,lujingjing,77926,1,1,SI8524,1,0,参茸正阳口服液,canrongzhengyangkoufuye,,,,,,,,,,,,,,,
